station,day,max_temp_f,min_temp_f,max_dewpoint_f,min_dewpoint_f,precip_in,avg_wind_speed_kts,avg_wind_drct,min_rh,avg_rh,max_rh,snow_in,max_wind_speed_kts,max_wind_gust_kts,srad_mj,climo_high_f,climo_low_f,climo_precip_in
SBM,2010-01-01,17.0,7.0,8.1,-0.04,0.0,9.460572,324.45193,61.23327,70.17958,76.62159,,13.0,19.986454,,28.4,13.9,0.04
SBM,2010-01-02,7.0,-1.0,-2.0,-8.0,0.0,10.246336,320.8737,56.827244,65.103134,72.74119,,15.0,21.724405,,28.2,13.7,0.04
SBM,2010-01-03,16.0,1.0,8.1,-8.0,0.0001,10.475226,327.02005,65.072975,72.78596,76.62159,,14.0,19.986454,,28.1,13.5,0.04
SBM,2010-01-04,20.0,11.0,10.94,3.9,0.0,11.92254,319.85474,67.45666,71.35927,76.817444,,15.0,27.0,,27.9,13.3,0.04
SBM,2010-01-05,22.0,14.0,16.0,10.0,0.0001,9.2498255,317.78543,72.9289,77.97568,83.254555,,14.0,25.200312,,27.7,13.1,0.04
SBM,2010-01-06,24.0,19.0,19.94,12.9,0.0,7.325192,318.90207,74.15324,81.84489,91.86275,,11.0,14.772596,,27.6,12.9,0.03
SBM,2010-01-07,28.0,22.0,26.6,19.0,0.18,10.530355,32.25968,79.6214,91.64629,100.0,,18.0,32.152122,,27.4,12.7,0.03
SBM,2010-01-08,24.0,5.0,18.0,-0.04,0.0001,9.944173,349.74384,61.3914,70.91171,77.67067,,17.0,28.0,,27.3,12.5,0.04
SBM,2010-01-09,19.0,-2.0,9.0,-2.92,0.0,7.016748,308.30963,64.50155,76.41388,91.127174,,12.0,17.379524,,27.2,12.3,0.03
SBM,2010-01-10,18.0,1.0,10.04,-4.0,0.0001,10.977669,230.23769,58.08157,69.508514,83.35749,,17.0,24.331335,,27.1,12.1,0.04
SBM,2010-01-11,26.0,16.0,18.0,8.06,0.0001,10.402652,340.72357,68.17778,73.93943,85.514,,16.0,22.593382,,27.0,12.0,0.03
SBM,2010-01-12,26.0,19.0,18.0,14.0,0.0,9.100489,256.78955,68.1998,78.230446,85.6275,,13.0,18.2485,,26.9,11.8,0.04
SBM,2010-01-13,29.0,14.0,21.02,12.0,0.0,6.6510816,213.32083,71.25436,81.63062,100.0,,11.0,15.641572,,26.8,11.7,0.03
SBM,2010-01-14,37.0,12.0,34.0,10.4,0.0,9.042568,251.82903,75.06296,89.766525,100.0,,15.0,20.85543,,26.7,11.6,0.03
SBM,2010-01-15,30.0,25.0,26.1,24.08,0.0,5.1549196,253.13574,78.40097,87.377945,92.8023,,11.0,18.2485,,26.6,11.5,0.04
SBM,2010-01-16,29.0,16.0,23.0,15.08,0.0,7.887648,219.90494,79.77307,92.28634,100.0,,11.0,17.379524,,26.5,11.4,0.03
SBM,2010-01-17,26.0,9.0,24.8,8.06,0.0,4.778088,252.7992,85.96025,94.16687,100.0,,10.0,13.034643,,26.5,11.3,0.04
SBM,2010-01-18,31.0,18.0,25.0,17.96,0.0,6.2065597,297.04874,75.5878,84.78507,95.798996,,9.0,15.641572,,26.4,11.2,0.03
SBM,2010-01-19,31.0,16.0,21.92,15.08,0.0,6.307746,328.37643,63.7541,79.496765,96.15888,,9.0,13.034643,,26.4,11.1,0.04
SBM,2010-01-20,28.0,24.0,23.0,17.06,0.0,8.617585,85.32605,71.25436,78.2009,84.52733,,14.0,20.0,,26.3,11.1,0.04
SBM,2010-01-21,31.0,27.0,24.1,21.0,0.0,10.0,85.04348,71.477684,78.17328,86.0687,,13.0,19.986454,,26.3,11.0,0.03
SBM,2010-01-22,35.0,23.0,32.0,21.9,0.0,6.475227,79.5402,78.3038,85.8512,92.9165,,10.0,13.90362,,26.3,11.0,0.04
SBM,2010-01-23,38.0,33.0,37.94,32.0,0.0001,9.991626,142.09044,92.287315,97.77942,100.0,,14.0,25.200312,,26.3,11.0,0.03
SBM,2010-01-24,41.0,33.0,39.92,30.0,0.46,12.086532,193.89592,88.22899,95.17306,100.0,,17.0,27.0,,26.3,10.9,0.03
SBM,2010-01-25,33.0,25.0,28.4,19.0,0.0,11.603629,251.00932,73.89047,82.826225,92.9165,,15.0,23.0,,26.4,11.0,0.04
SBM,2010-01-26,27.0,12.0,21.92,5.0,0.0001,13.060014,288.1422,63.0255,74.35843,87.80954,,17.0,26.069286,,26.4,11.0,0.03
SBM,2010-01-27,20.0,5.0,9.0,-2.02,0.0,13.110956,266.5332,55.19422,66.531075,76.02999,,18.0,27.0,,26.5,11.0,0.04
SBM,2010-01-28,11.0,2.0,5.0,-9.04,0.0001,11.675506,302.8866,46.98007,58.193123,78.3475,,20.0,28.0,,26.5,11.1,0.03
SBM,2010-01-29,15.0,1.0,1.04,-8.0,0.0,4.6489882,320.52963,41.787914,60.870274,72.305664,,9.0,13.034643,,26.6,11.1,0.04
SBM,2010-01-30,25.0,7.0,12.02,-0.94,0.0,3.9846475,289.2783,56.929443,67.27698,84.07205,,8.0,12.165668,,26.7,11.2,0.03
SBM,2010-01-31,21.0,10.0,7.0,1.9,0.0,8.642708,288.21582,51.153557,62.015358,75.83174,,16.0,25.200312,,26.8,11.3,0.04
SBM,2010-02-01,23.0,6.0,18.0,1.9,0.0001,2.150035,324.78574,49.73825,70.81548,87.972015,,5.0,7.820786,,26.9,11.4,0.03
SBM,2010-02-02,31.0,21.0,28.4,19.0,0.22,4.7138867,69.164024,88.844124,93.58256,100.0,,8.0,13.034643,,27.0,11.5,0.03
SBM,2010-02-03,27.0,0.0,21.2,-0.94,0.0,4.152128,316.3954,56.893185,80.277405,96.2283,,11.0,14.772596,,27.2,11.6,0.03
SBM,2010-02-04,30.0,1.0,25.0,-0.04,0.0,2.325192,197.95892,74.8682,86.09176,96.31472,,7.0,11.296691,,27.3,11.7,0.04
SBM,2010-02-05,33.0,26.0,30.02,21.0,0.0001,12.547802,48.55799,77.803856,85.00565,92.9165,,20.0,31.283144,,27.5,11.9,0.03
SBM,2010-02-06,27.0,21.0,19.4,12.9,0.0001,11.997209,26.409283,61.831043,75.1262,85.8506,,21.0,29.0,,27.7,12.1,0.03
SBM,2010-02-07,28.0,17.0,21.92,12.9,0.0001,2.5575714,31.522793,60.365967,77.061226,85.9603,,7.0,12.165668,,27.8,12.2,0.03
SBM,2010-02-08,30.0,19.0,26.6,15.08,0.05,4.971389,101.06023,60.898346,78.95577,100.0,,11.0,17.379524,,28.0,12.4,0.03
SBM,2010-02-09,29.0,23.0,27.0,15.08,0.23,12.482542,49.034283,55.834473,89.03019,100.0,,20.0,30.41417,,28.3,12.6,0.03
SBM,2010-02-10,28.0,8.0,21.2,6.08,0.0001,10.480112,330.59512,59.552395,77.03125,92.68535,,18.0,26.069286,,28.5,12.8,0.03
SBM,2010-02-11,24.0,-2.0,15.1,-4.0,0.0,5.4291697,297.91135,67.9563,80.93383,100.0,,9.0,12.165668,,28.7,13.0,0.04
SBM,2010-02-12,24.0,-6.0,15.1,-5.1,0.0,5.125611,293.58337,64.894196,81.864685,100.0,,9.0,13.034643,,29.0,13.3,0.03
SBM,2010-02-13,29.0,9.0,19.94,5.0,0.0,6.174459,307.33856,59.421444,73.68976,87.923775,,9.0,13.90362,,29.2,13.5,0.03
SBM,2010-02-14,23.0,9.0,18.0,6.98,0.0,4.8436847,295.09766,61.945312,77.52812,91.370964,,8.0,12.165668,,29.5,13.8,0.03
SBM,2010-02-15,28.0,15.0,24.8,12.0,0.02,7.6566644,325.825,70.45342,81.65307,92.8023,,13.0,19.986454,,29.8,14.0,0.04
SBM,2010-02-16,30.0,22.0,23.0,14.0,0.0001,10.06141,328.25772,62.654053,69.17636,87.86777,,16.0,25.200312,,30.1,14.3,0.03
SBM,2010-02-17,35.0,26.0,28.4,19.9,0.0001,7.478716,316.07962,69.2543,75.3621,80.7529,,12.0,17.379524,,30.4,14.6,0.04
SBM,2010-02-18,34.0,21.0,25.0,10.0,0.0,6.2979765,300.85205,49.55466,60.287155,75.067375,,11.0,17.379524,,30.7,14.9,0.03
SBM,2010-02-19,34.0,9.0,14.0,3.9,0.0,3.371947,312.14795,32.8514,56.238926,79.30594,,7.0,11.296691,,31.0,15.2,0.04
SBM,2010-02-20,34.0,11.0,28.94,8.06,0.01,2.3210049,45.941948,53.774204,82.95329,100.0,,6.0,10.427715,,31.4,15.5,0.03
SBM,2010-02-21,34.0,28.0,30.92,26.06,0.01,6.2198186,13.272298,78.02541,87.30551,96.38,,11.0,13.90362,,31.7,15.8,0.04
SBM,2010-02-22,32.0,17.0,30.92,17.06,0.13,9.089323,35.89418,68.61447,88.37907,100.0,,15.0,19.986454,,32.1,16.1,0.03
SBM,2010-02-23,33.0,11.0,28.4,10.4,0.0001,4.4382415,273.7224,75.0049,87.6577,100.0,,9.0,11.296691,,32.4,16.4,0.04
SBM,2010-02-24,28.0,15.0,23.0,15.08,0.0001,11.37753,352.0185,73.89047,83.48919,96.19435,,18.0,23.0,,32.8,16.7,0.04
SBM,2010-02-25,25.0,13.0,15.1,6.08,0.0,8.953245,331.46588,57.33,67.89965,80.51853,,14.0,22.593382,,33.1,17.1,0.04
SBM,2010-02-26,35.0,16.0,28.94,5.0,0.0001,13.132589,333.3699,55.4239,69.38411,92.9165,,16.0,28.0,,33.5,17.4,0.04
SBM,2010-02-27,37.0,27.0,27.0,23.0,0.0001,11.396371,341.71893,66.6025,78.76176,92.8023,,16.0,21.0,,33.9,17.8,0.04
SBM,2010-02-28,34.0,28.0,28.94,24.8,0.0001,8.3593855,346.7082,74.62566,83.46049,88.317604,,11.0,18.2485,,34.3,18.1,0.04
SBM,2010-03-01,33.0,16.0,25.0,17.06,0.0001,6.5150037,352.7306,68.82976,81.37546,96.19435,,11.0,15.641572,,34.7,18.5,0.04
SBM,2010-03-02,33.0,15.0,23.0,12.9,0.0,5.8736916,336.8967,58.2105,77.62953,100.0,,8.0,15.641572,,35.0,18.8,0.05
SBM,2010-03-03,37.0,15.0,21.92,10.0,0.0,6.6552687,343.8783,33.613995,71.61062,87.5302,,11.0,17.379524,,35.4,19.2,0.04
SBM,2010-03-04,37.0,11.0,27.0,8.96,0.0,4.6650386,354.4823,61.66913,80.080315,100.0,,10.0,13.034643,,35.8,19.5,0.05
SBM,2010-03-05,38.0,11.0,26.1,10.9,0.0,1.2756455,324.64658,43.9983,81.213295,100.0,,5.0,10.427715,,36.2,19.9,0.04
SBM,2010-03-06,40.0,7.0,28.94,3.9,0.0,2.3342638,200.50906,52.0895,81.66189,100.0,,9.0,17.379524,,36.6,20.3,0.05
SBM,2010-03-07,46.0,13.0,30.92,14.0,0.0,1.6468946,188.56131,55.269924,81.79667,100.0,,6.0,10.427715,,37.0,20.6,0.04
SBM,2010-03-08,51.0,24.0,30.92,21.9,0.0,3.3551989,239.10207,47.535812,74.1116,100.0,,8.0,10.427715,,37.4,21.0,0.05
SBM,2010-03-09,40.0,24.0,37.4,24.08,0.03,3.593859,55.257973,86.7947,98.42279,100.0,,8.0,10.427715,,37.8,21.3,0.04
SBM,2010-03-10,42.0,32.0,41.0,32.0,0.08,4.5498953,125.6729,81.0682,94.85136,100.0,,11.0,16.0,,38.2,21.7,0.05
SBM,2010-03-11,48.0,32.0,46.94,33.08,0.06,5.901605,93.72261,87.185,97.5129,100.0,,11.0,16.0,,38.6,22.1,0.05
SBM,2010-03-12,44.0,34.0,44.1,33.8,0.01,5.0481505,31.770958,93.08276,99.96621,100.0,,12.0,27.0,,39.0,22.4,0.04
SBM,2010-03-13,47.0,39.0,43.0,37.4,0.01,16.727844,32.854603,81.0682,91.520874,100.0,,20.0,33.0211,,39.4,22.8,0.05
SBM,2010-03-14,52.0,40.0,37.94,28.9,0.0,14.765527,33.45159,45.80546,69.756805,88.7573,,20.0,30.41417,,39.7,23.2,0.05
SBM,2010-03-15,54.0,33.0,41.0,30.0,0.0,7.8988137,16.629768,56.335934,70.888916,88.56685,,14.0,19.986454,,40.1,23.5,0.05
SBM,2010-03-16,58.0,30.0,36.0,28.0,0.0,2.4508026,21.542847,36.863667,68.0426,92.3611,,8.0,10.427715,,40.5,23.9,0.04
SBM,2010-03-17,62.0,26.0,33.1,21.9,0.0,3.0983949,196.77184,23.827663,56.01561,88.2175,,7.0,11.296691,,40.9,24.2,0.06
SBM,2010-03-18,63.0,39.0,42.1,32.0,0.0,8.642708,261.99933,42.648705,62.074226,85.60648,,16.0,25.200312,,41.3,24.6,0.05
SBM,2010-03-19,52.0,31.0,39.92,30.2,0.15,8.702646,304.2264,55.8528,74.02261,100.0,,14.0,22.0,,41.7,24.9,0.05
SBM,2010-03-20,35.0,27.0,30.2,19.9,0.0001,8.209351,31.204208,68.80594,75.958305,92.97254,,16.0,21.0,,42.1,25.3,0.06
SBM,2010-03-21,45.0,24.0,26.1,19.0,0.0,2.4284718,120.85941,41.101856,68.43584,92.1211,,7.0,11.296691,,42.5,25.6,0.05
SBM,2010-03-22,49.0,25.0,30.02,23.0,0.0,7.076064,41.579308,38.7422,68.94823,96.31472,,16.0,21.724405,,42.8,26.0,0.06
SBM,2010-03-23,52.0,24.0,33.1,24.08,0.0,1.5910677,120.597435,42.0702,68.88534,96.31472,,8.0,12.165668,,43.2,26.3,0.06
SBM,2010-03-24,52.0,27.0,33.1,24.98,0.0,3.3496163,190.02628,44.162025,66.66968,92.18989,,6.0,8.689762,,43.6,26.6,0.05
SBM,2010-03-25,43.0,24.0,33.8,15.98,0.0,13.379623,39.947186,50.4561,65.531784,93.0828,,22.0,31.283144,,44.0,27.0,0.06
SBM,2010-03-26,34.0,20.0,21.92,10.9,0.0,6.5617585,108.643036,40.988228,65.32094,77.45399,,12.0,18.2485,,44.4,27.3,0.07
SBM,2010-03-27,42.0,26.0,30.92,19.9,0.0,5.5024424,168.43646,64.2866,75.25521,88.9181,,13.0,21.724405,,44.8,27.6,0.06
SBM,2010-03-28,48.0,27.0,37.04,23.0,0.0,9.443127,33.831295,48.8734,73.769554,88.4699,,19.0,25.200312,,45.1,28.0,0.07
SBM,2010-03-29,44.0,27.0,32.0,24.08,0.0,4.3524075,27.55869,59.364796,79.64947,96.38,,9.0,13.034643,,45.5,28.3,0.07
SBM,2010-03-30,51.0,25.0,37.94,26.06,0.0,9.814376,170.77988,60.88615,78.973785,100.0,,20.0,28.0,,45.9,28.6,0.08
SBM,2010-03-31,67.0,42.0,45.0,37.9,0.0,7.529658,167.82161,46.5218,67.886635,85.96637,,14.0,25.200312,,46.3,28.9,0.07
SBM,2010-04-01,71.0,43.0,50.0,41.0,0.0,5.233775,158.18471,47.29304,69.59019,92.6872,,14.0,23.0,,46.7,29.2,0.09
