#YYYY,MM,DD,hh,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE
2003,1,2,4,44,12.0,14.0,99.0,99.0,99.0,999,1020.6,-1.4,999.0,-4.8,99.0,99.0
2003,1,2,5,59,11.6,12.6,99.0,99.0,99.0,999,1021.0,-1.9,999.0,-5.3,99.0,99.0
2003,1,2,6,62,10.8,12.7,99.0,99.0,99.0,999,1021.1,-2.6,999.0,-6.2,99.0,99.0
2003,1,2,7,72,9.4,11.1,99.0,99.0,99.0,999,1021.3,-3.1,999.0,-6.6,99.0,99.0
2003,1,2,8,60,8.8,9.9,99.0,99.0,99.0,999,1021.1,-3.1,999.0,-6.5,99.0,99.0
2003,1,2,9,56,8.4,9.3,99.0,99.0,99.0,999,1021.1,-3.0,999.0,-6.3,99.0,99.0
2003,1,2,10,52,9.4,10.6,99.0,99.0,99.0,999,1020.6,-2.7,999.0,-5.6,99.0,99.0
2003,1,2,11,51,10.4,11.4,99.0,99.0,99.0,999,1020.2,-2.6,999.0,-5.4,99.0,99.0
2003,1,2,12,54,10.4,11.2,99.0,99.0,99.0,999,1020.5,-2.6,999.0,-5.5,99.0,99.0
2003,1,2,13,65,9.4,10.8,99.0,99.0,99.0,999,1020.5,-2.6,999.0,-5.4,99.0,99.0
2003,1,2,14,72,9.2,10.2,99.0,99.0,99.0,999,1020.9,-2.6,999.0,-5.5,99.0,99.0
2003,1,2,15,63,9.7,10.8,99.0,99.0,99.0,999,1020.4,-2.7,999.0,-6.0,99.0,99.0
2003,1,2,16,59,9.5,10.9,99.0,99.0,99.0,999,1020.8,-2.4,999.0,-5.4,99.0,99.0
2003,1,2,17,55,8.9,10.0,99.0,99.0,99.0,999,1020.6,-2.4,999.0,-5.6,99.0,99.0
2003,1,2,18,39,9.9,11.4,99.0,99.0,99.0,999,1019.0,-2.3,999.0,-4.7,99.0,99.0
2003,1,2,19,38,10.9,11.7,99.0,99.0,99.0,999,1018.4,-2.1,999.0,-4.8,99.0,99.0
2003,1,2,20,30,10.7,11.5,99.0,99.0,99.0,999,1018.2,-1.8,999.0,-4.5,99.0,99.0
2003,1,2,21,29,10.5,12.0,99.0,99.0,99.0,999,1018.3,-1.5,999.0,-5.2,99.0,99.0
2003,1,2,22,28,9.6,10.5,99.0,99.0,99.0,999,1018.4,-1.2,999.0,-5.1,99.0,99.0
2003,1,2,23,30,8.8,9.6,99.0,99.0,99.0,999,1018.2,-1.1,999.0,-5.7,99.0,99.0
2003,1,3,0,35,8.4,9.1,99.0,99.0,99.0,999,1018.2,-0.9,999.0,-5.5,99.0,99.0
2003,1,3,1,36,7.7,8.7,99.0,99.0,99.0,999,1017.8,-0.7,999.0,-5.2,99.0,99.0
2003,1,3,2,43,6.8,7.7,99.0,99.0,99.0,999,1017.5,-0.7,999.0,-5.9,99.0,99.0
2003,1,3,3,38,7.6,9.1,99.0,99.0,99.0,999,1017.2,-0.7,999.0,-5.6,99.0,99.0
2003,1,3,4,34,7.6,8.8,99.0,99.0,99.0,999,1017.2,-0.8,999.0,-5.2,99.0,99.0
2003,1,3,5,30,7.4,8.5,99.0,99.0,99.0,999,1017.1,-0.9,999.0,-5.3,99.0,99.0
2003,1,3,6,32,8.0,8.5,99.0,99.0,99.0,999,1017.0,-1.1,999.0,-5.4,99.0,99.0
2003,1,3,7,17,6.6,8.0,99.0,99.0,99.0,999,1016.9,-1.3,999.0,-5.5,99.0,99.0
2003,1,3,8,19,7.3,8.1,99.0,99.0,99.0,999,1017.3,-1.5,999.0,-5.1,99.0,99.0
2003,1,3,9,14,8.8,99.0,99.0,99.0,99.0,999,9999.0,999.0,999.0,999.0,99.0,99.0
2003,1,3,10,320,5.8,6.6,99.0,99.0,99.0,999,1017.0,-4.1,999.0,-6.9,99.0,99.0
2003,1,3,11,323,5.3,5.8,99.0,99.0,99.0,999,1017.4,-4.4,999.0,-7.4,99.0,99.0
2003,1,3,12,320,4.9,5.9,99.0,99.0,99.0,999,1017.8,-4.6,999.0,-6.5,99.0,99.0
2003,1,3,13,325,4.4,5.1,99.0,99.0,99.0,999,1017.9,-5.2,999.0,-7.1,99.0,99.0
2003,1,3,14,324,5.1,5.6,99.0,99.0,99.0,999,1018.2,-5.6,999.0,-8.1,99.0,99.0
2003,1,3,15,321,5.1,5.8,99.0,99.0,99.0,999,1018.4,-5.0,999.0,-7.8,99.0,99.0
2003,1,3,16,309,4.9,5.5,99.0,99.0,99.0,999,1018.5,-3.6,999.0,-7.5,99.0,99.0
2003,1,3,17,316,4.5,5.6,99.0,99.0,99.0,999,1017.5,-2.1,999.0,-6.7,99.0,99.0
2003,1,3,18,316,4.3,5.5,99.0,99.0,99.0,999,1016.8,-1.4,999.0,-6.7,99.0,99.0
2003,1,3,19,7,4.5,5.1,99.0,99.0,99.0,999,1016.3,-1.0,999.0,-6.8,99.0,99.0
2003,1,3,20,6,4.5,5.0,99.0,99.0,99.0,999,1016.2,-0.7,999.0,-7.5,99.0,99.0
2003,1,3,21,2,3.4,3.7,99.0,99.0,99.0,999,1016.5,-0.3,999.0,-7.9,99.0,99.0
2003,1,3,22,332,2.7,3.3,99.0,99.0,99.0,999,1017.0,-0.4,999.0,-8.7,99.0,99.0
2003,1,3,23,282,3.7,4.7,99.0,99.0,99.0,999,1017.8,-1.2,999.0,-7.6,99.0,99.0
2003,1,4,0,298,3.2,3.7,99.0,99.0,99.0,999,1018.0,-2.2,999.0,-8.5,99.0,99.0
2003,1,4,1,309,2.9,3.2,99.0,99.0,99.0,999,1018.1,-2.7,999.0,-8.6,99.0,99.0
2003,1,4,2,280,3.4,3.7,99.0,99.0,99.0,999,1017.9,-3.4,999.0,-8.3,99.0,99.0
2003,1,4,3,285,2.3,2.8,99.0,99.0,99.0,999,1017.7,-3.6,999.0,-9.0,99.0,99.0
2003,1,4,4,294,3.3,3.4,99.0,99.0,99.0,999,1017.4,-3.5,999.0,-10.0,99.0,99.0
2003,1,4,5,298,1.9,2.2,99.0,99.0,99.0,999,1016.9,-3.3,999.0,-10.3,99.0,99.0
2003,1,4,6,276,2.5,3.0,99.0,99.0,99.0,999,1017.0,-4.2,999.0,-9.5,99.0,99.0
2003,1,4,7,287,2.3,2.6,99.0,99.0,99.0,999,1017.0,-4.6,999.0,-9.5,99.0,99.0
2003,1,4,8,283,2.5,3.0,99.0,99.0,99.0,999,1017.1,-4.8,999.0,-9.9,99.0,99.0
2003,1,4,9,265,1.0,1.5,99.0,99.0,99.0,999,1016.6,-5.0,999.0,-9.4,99.0,99.0
2003,1,4,10,248,2.9,3.1,99.0,99.0,99.0,999,1016.5,-6.4,999.0,-10.6,99.0,99.0
2003,1,4,11,260,4.5,5.0,99.0,99.0,99.0,999,1016.8,-5.6,999.0,-11.3,99.0,99.0
2003,1,4,12,272,2.9,3.3,99.0,99.0,99.0,999,1016.4,-4.6,999.0,-11.8,99.0,99.0
2003,1,4,13,261,1.6,2.2,99.0,99.0,99.0,999,1016.5,-3.8,999.0,-10.1,99.0,99.0
2003,1,4,14,143,1.8,2.2,99.0,99.0,99.0,999,1016.1,-4.6,999.0,-8.7,99.0,99.0
2003,1,4,15,188,2.4,2.7,99.0,99.0,99.0,999,1016.2,-1.6,999.0,-6.6,99.0,99.0
2003,1,4,16,240,2.4,2.7,99.0,99.0,99.0,999,1016.1,-2.5,999.0,-6.6,99.0,99.0
2003,1,4,17,223,3.2,3.4,99.0,99.0,99.0,999,1015.7,-1.4,999.0,-6.5,99.0,99.0
2003,1,4,18,187,7.2,8.0,99.0,99.0,99.0,999,1014.2,-0.3,999.0,-8.0,99.0,99.0
2003,1,4,19,198,4.8,5.8,99.0,99.0,99.0,999,1013.9,-0.1,999.0,-5.5,99.0,99.0
2003,1,4,20,183,5.7,6.0,99.0,99.0,99.0,999,1013.4,0.6,999.0,-4.9,99.0,99.0
2003,1,4,21,165,6.8,7.3,99.0,99.0,99.0,999,1013.1,1.0,999.0,-3.8,99.0,99.0
2003,1,4,22,166,7.5,8.0,99.0,99.0,99.0,999,1013.1,1.1,999.0,-3.1,99.0,99.0
2003,1,4,23,176,6.4,7.0,99.0,99.0,99.0,999,1013.2,1.0,999.0,-3.6,99.0,99.0
2003,1,5,0,168,6.2,6.8,99.0,99.0,99.0,999,1013.0,1.2,999.0,-2.6,99.0,99.0
2003,1,5,1,168,6.2,6.7,99.0,99.0,99.0,999,1013.2,1.2,999.0,-2.9,99.0,99.0
2003,1,5,2,174,7.7,8.5,99.0,99.0,99.0,999,1013.2,0.9,999.0,-1.2,99.0,99.0
2003,1,5,3,188,6.0,6.9,99.0,99.0,99.0,999,1013.1,0.2,999.0,0.0,99.0,99.0
2003,1,5,4,187,4.2,4.8,99.0,99.0,99.0,999,1013.0,0.2,999.0,0.0,99.0,99.0
2003,1,5,5,276,2.4,2.6,99.0,99.0,99.0,999,1012.6,-0.6,999.0,-0.8,99.0,99.0
2003,1,5,6,300,1.4,1.5,99.0,99.0,99.0,999,1012.3,-1.2,999.0,-1.4,99.0,99.0
2003,1,5,7,273,0.3,0.6,99.0,99.0,99.0,999,1011.8,-1.8,999.0,-1.9,99.0,99.0
2003,1,5,8,180,1.4,1.6,99.0,99.0,99.0,999,1011.6,-1.6,999.0,-1.8,99.0,99.0
2003,1,5,9,257,1.4,1.6,99.0,99.0,99.0,999,1011.6,-1.4,999.0,999.0,99.0,99.0
2003,1,5,10,293,1.3,1.6,99.0,99.0,99.0,999,1012.1,-1.3,999.0,-1.5,99.0,99.0
2003,1,5,11,320,1.5,1.8,99.0,99.0,99.0,999,1012.3,-1.7,999.0,-1.9,99.0,99.0
2003,1,5,12,357,1.2,1.5,99.0,99.0,99.0,999,1012.3,-1.6,999.0,-1.8,99.0,99.0
2003,1,5,13,3,2.3,2.5,99.0,99.0,99.0,999,1012.6,-1.5,999.0,-1.7,99.0,99.0
2003,1,5,14,3,2.2,2.5,99.0,99.0,99.0,999,1012.9,-1.2,999.0,-1.4,99.0,99.0
2003,1,5,15,329,2.2,2.4,99.0,99.0,99.0,999,1013.2,-1.0,999.0,-1.1,99.0,99.0
2003,1,5,16,334,1.6,1.8,99.0,99.0,99.0,999,1013.3,-0.9,999.0,-1.0,99.0,99.0
2003,1,5,17,343,2.1,2.4,99.0,99.0,99.0,999,1013.6,-0.6,999.0,-0.7,99.0,99.0
2003,1,5,18,4,1.3,1.8,99.0,99.0,99.0,999,1013.6,0.0,999.0,-0.1,99.0,99.0
2003,1,5,19,122,5.3,5.6,99.0,99.0,99.0,999,1013.0,0.9,999.0,0.7,99.0,99.0
2003,1,5,20,118,4.3,4.5,99.0,99.0,99.0,999,1013.7,1.3,999.0,1.1,99.0,99.0
2003,1,5,21,128,3.4,3.7,99.0,99.0,99.0,999,1014.5,1.3,999.0,1.1,99.0,99.0
2003,1,5,22,75,1.9,2.0,99.0,99.0,99.0,999,1015.5,1.2,999.0,1.0,99.0,99.0
2003,1,5,23,340,2.0,2.2,99.0,99.0,99.0,999,1016.3,0.7,999.0,-3.6,99.0,99.0
2003,1,6,0,22,6.3,6.8,99.0,99.0,99.0,999,1017.1,0.9,999.0,0.7,99.0,99.0
2003,1,6,1,15,7.9,8.5,99.0,99.0,99.0,999,1017.9,0.2,999.0,-3.6,99.0,99.0
2003,1,6,2,21,8.1,9.0,99.0,99.0,99.0,999,1018.8,0.1,999.0,0.0,99.0,99.0
2003,1,6,3,335,6.3,7.2,99.0,99.0,99.0,999,1019.5,-0.5,999.0,-0.7,99.0,99.0
2003,1,6,4,330,4.9,5.6,99.0,99.0,99.0,999,1020.2,-0.6,999.0,-0.8,99.0,99.0
2003,1,6,5,322,4.7,6.0,99.0,99.0,99.0,999,1020.6,-0.6,999.0,-0.8,99.0,99.0
2003,1,6,6,327,7.4,8.8,99.0,99.0,99.0,999,1020.7,-0.2,999.0,-1.3,99.0,99.0
2003,1,6,7,331,8.5,9.9,99.0,99.0,99.0,999,1021.7,-0.5,999.0,-1.8,99.0,99.0
2003,1,6,8,331,7.1,8.6,99.0,99.0,99.0,999,1022.9,-0.7,999.0,-3.0,99.0,99.0
2003,1,6,9,358,10.4,11.4,99.0,99.0,99.0,999,1023.7,-0.6,999.0,-3.9,99.0,99.0
2003,1,6,10,348,11.4,13.1,99.0,99.0,99.0,999,1024.5,-1.1,999.0,-5.3,99.0,99.0
2003,1,6,11,346,11.7,13.0,99.0,99.0,99.0,999,1025.5,-2.8,999.0,-6.8,99.0,99.0
2003,1,6,12,347,10.4,12.7,99.0,99.0,99.0,999,1026.6,-3.7,999.0,-7.7,99.0,99.0
2003,1,6,13,333,6.5,7.6,99.0,99.0,99.0,999,1027.4,-5.0,999.0,-8.4,99.0,99.0
2003,1,6,14,317,5.6,6.5,99.0,99.0,99.0,999,1028.4,-5.5,999.0,-8.6,99.0,99.0
2003,1,6,15,322,7.3,8.9,99.0,99.0,99.0,999,1028.9,-5.4,999.0,-8.8,99.0,99.0
2003,1,6,16,322,7.0,9.0,99.0,99.0,99.0,999,1029.4,-4.8,999.0,-8.5,99.0,99.0
2003,1,6,17,338,8.5,9.9,99.0,99.0,99.0,999,1028.9,-4.3,999.0,-8.9,99.0,99.0
2003,1,6,18,334,7.5,9.2,99.0,99.0,99.0,999,1028.5,-3.8,999.0,-9.7,99.0,99.0
2003,1,6,19,323,6.0,6.9,99.0,99.0,99.0,999,1028.0,-3.2,999.0,-8.8,99.0,99.0
2003,1,6,20,325,5.5,6.1,99.0,99.0,99.0,999,1027.4,-2.8,999.0,-9.2,99.0,99.0
2003,1,6,21,308,3.0,3.8,99.0,99.0,99.0,999,1027.8,-2.1,999.0,-9.5,99.0,99.0
2003,1,6,22,296,3.7,4.2,99.0,99.0,99.0,999,1028.6,-2.0,999.0,-9.8,99.0,99.0
2003,1,6,23,265,2.6,3.1,99.0,99.0,99.0,999,1028.6,-2.5,999.0,-8.6,99.0,99.0
2003,1,7,0,244,2.3,2.5,99.0,99.0,99.0,999,1028.4,-2.9,999.0,-8.8,99.0,99.0
2003,1,7,1,229,2.9,3.3,99.0,99.0,99.0,999,1027.6,-3.4,999.0,-8.0,99.0,99.0
2003,1,7,2,232,2.7,3.4,99.0,99.0,99.0,999,1026.9,-3.7,999.0,-8.4,99.0,99.0
2003,1,7,3,242,4.7,5.8,99.0,99.0,99.0,999,1025.7,-3.1,999.0,-8.0,99.0,99.0
2003,1,7,4,225,5.8,6.7,99.0,99.0,99.0,999,1024.3,-2.5,999.0,-7.1,99.0,99.0
2003,1,7,5,224,6.3,7.1,99.0,99.0,99.0,999,1022.7,-2.3,999.0,-6.7,99.0,99.0
2003,1,7,6,220,6.2,7.0,99.0,99.0,99.0,999,1021.1,-2.2,999.0,-6.3,99.0,99.0
2003,1,7,7,234,7.6,8.4,99.0,99.0,99.0,999,1019.4,-1.5,999.0,-6.3,99.0,99.0
2003,1,7,8,237,7.7,8.9,99.0,99.0,99.0,999,1018.6,-1.3,999.0,-6.0,99.0,99.0
2003,1,7,9,238,7.9,9.8,99.0,99.0,99.0,999,1017.5,-1.4,999.0,-6.4,99.0,99.0
2003,1,7,10,242,9.1,11.0,99.0,99.0,99.0,999,1015.7,-0.9,999.0,-5.9,99.0,99.0
2003,1,7,11,240,10.4,12.4,99.0,99.0,99.0,999,1013.7,-0.8,999.0,-5.5,99.0,99.0
2003,1,7,12,247,10.7,13.4,99.0,99.0,99.0,999,1012.4,-0.6,999.0,-5.1,99.0,99.0
2003,1,7,13,242,11.7,14.4,99.0,99.0,99.0,999,1011.2,-0.6,999.0,-4.4,99.0,99.0
2003,1,7,14,248,8.2,10.4,99.0,99.0,99.0,999,1010.7,-0.4,999.0,-3.5,99.0,99.0
2003,1,7,15,257,8.1,11.7,99.0,99.0,99.0,999,1010.5,-0.1,999.0,-3.2,99.0,99.0
2003,1,7,16,263,10.0,12.2,99.0,99.0,99.0,999,1009.0,0.7,999.0,-2.5,99.0,99.0
2003,1,7,17,269,10.0,11.7,99.0,99.0,99.0,999,1007.6,1.5,999.0,-2.2,99.0,99.0
2003,1,7,18,253,8.2,9.9,99.0,99.0,99.0,999,1005.9,2.6,999.0,-1.8,99.0,99.0
2003,1,7,19,254,9.1,10.9,99.0,99.0,99.0,999,1004.2,3.4,999.0,-1.1,99.0,99.0
2003,1,7,20,248,9.3,11.8,99.0,99.0,99.0,999,1002.4,4.6,999.0,-0.8,99.0,99.0
2003,1,7,21,259,6.8,9.3,99.0,99.0,99.0,999,1001.5,5.6,999.0,-0.9,99.0,99.0
2003,1,7,22,261,8.4,9.9,99.0,99.0,99.0,999,1001.5,5.4,999.0,-0.8,99.0,99.0
2003,1,7,23,269,5.7,7.5,99.0,99.0,99.0,999,1001.9,5.6,999.0,-0.3,99.0,99.0
2003,1,8,0,259,6.3,7.5,99.0,99.0,99.0,999,1001.9,5.6,999.0,-0.2,99.0,99.0
2003,1,8,1,275,9.7,11.4,99.0,99.0,99.0,999,1001.0,6.9,999.0,-0.6,99.0,99.0
2003,1,8,2,284,9.3,11.2,99.0,99.0,99.0,999,1001.2,7.5,999.0,-0.1,99.0,99.0
2003,1,8,3,280,8.9,12.0,99.0,99.0,99.0,999,1000.4,7.6,999.0,0.2,99.0,99.0
2003,1,8,4,279,9.6,10.9,99.0,99.0,99.0,999,1000.6,7.8,999.0,0.4,99.0,99.0
2003,1,8,5,280,10.6,12.9,99.0,99.0,99.0,999,1000.3,7.7,999.0,0.4,99.0,99.0
2003,1,8,6,286,8.8,10.7,99.0,99.0,99.0,999,1000.5,7.6,999.0,0.3,99.0,99.0
2003,1,8,7,283,8.5,10.2,99.0,99.0,99.0,999,1000.8,7.1,999.0,0.3,99.0,99.0
2003,1,8,8,280,9.6,12.8,99.0,99.0,99.0,999,1001.1,6.6,999.0,0.3,99.0,99.0
2003,1,8,9,285,9.2,10.8,99.0,99.0,99.0,999,1001.3,6.6,999.0,0.3,99.0,99.0
2003,1,8,10,281,8.1,9.1,99.0,99.0,99.0,999,1001.1,6.1,999.0,0.3,99.0,99.0
2003,1,8,11,271,9.4,11.5,99.0,99.0,99.0,999,1001.1,5.3,999.0,0.2,99.0,99.0
2003,1,8,12,277,9.5,11.1,99.0,99.0,99.0,999,1001.3,5.3,999.0,0.2,99.0,99.0
2003,1,8,13,280,8.2,9.6,99.0,99.0,99.0,999,1001.1,4.9,999.0,0.1,99.0,99.0
2003,1,8,14,308,1.4,2.2,99.0,99.0,99.0,999,999.9,4.5,999.0,0.0,99.0,99.0
2003,1,8,15,230,3.4,3.7,99.0,99.0,99.0,999,999.1,4.2,999.0,0.1,99.0,99.0
2003,1,8,16,237,2.1,2.9,99.0,99.0,99.0,999,998.4,5.8,999.0,0.0,99.0,99.0
2003,1,8,17,206,6.6,7.3,99.0,99.0,99.0,999,995.7,6.9,999.0,0.7,99.0,99.0
2003,1,8,18,217,7.4,8.1,99.0,99.0,99.0,999,992.9,8.6,999.0,0.5,99.0,99.0
2003,1,8,19,241,7.9,8.8,99.0,99.0,99.0,999,990.8,10.2,999.0,-0.2,99.0,99.0
2003,1,8,20,242,10.8,13.3,99.0,99.0,99.0,999,988.7,10.7,999.0,-0.3,99.0,99.0
2003,1,8,21,256,11.6,14.4,99.0,99.0,99.0,999,988.1,11.4,999.0,-1.1,99.0,99.0
2003,1,8,22,270,9.7,13.2,99.0,99.0,99.0,999,987.9,11.2,999.0,-1.3,99.0,99.0
2003,1,8,23,269,9.8,12.2,99.0,99.0,99.0,999,988.4,10.9,999.0,-1.9,99.0,99.0
2003,1,9,0,277,11.1,14.3,99.0,99.0,99.0,999,989.7,10.3,999.0,-2.6,99.0,99.0
2003,1,9,1,278,10.2,14.4,99.0,99.0,99.0,999,990.1,9.6,999.0,-3.0,99.0,99.0
2003,1,9,2,282,9.0,11.1,99.0,99.0,99.0,999,990.5,8.9,999.0,-3.5,99.0,99.0
2003,1,9,3,280,9.5,11.3,99.0,99.0,99.0,999,991.0,8.7,999.0,-4.4,99.0,99.0
2003,1,9,4,281,9.7,12.8,99.0,99.0,99.0,999,991.6,8.2,999.0,-4.8,99.0,99.0
2003,1,9,5,281,10.8,13.2,99.0,99.0,99.0,999,992.4,7.4,999.0,-4.8,99.0,99.0
2003,1,9,6,277,11.9,16.5,99.0,99.0,99.0,999,993.0,6.9,999.0,-4.1,99.0,99.0
2003,1,9,7,282,11.2,14.9,99.0,99.0,99.0,999,993.8,6.1,999.0,-3.4,99.0,99.0
2003,1,9,8,281,11.6,15.4,99.0,99.0,99.0,999,994.6,5.2,999.0,-3.0,99.0,99.0
2003,1,9,9,280,10.5,12.9,99.0,99.0,99.0,999,995.5,4.4,999.0,-2.9,99.0,99.0
2003,1,9,10,285,11.1,14.1,99.0,99.0,99.0,999,995.6,3.8,999.0,-2.6,99.0,99.0
2003,1,9,11,285,8.7,10.9,99.0,99.0,99.0,999,995.9,3.2,999.0,-2.5,99.0,99.0
2003,1,9,12,282,9.2,11.4,99.0,99.0,99.0,999,996.4,2.8,999.0,-2.4,99.0,99.0
2003,1,9,13,273,7.8,9.3,99.0,99.0,99.0,999,996.3,2.2,999.0,-2.2,99.0,99.0
2003,1,9,14,271,8.6,10.9,99.0,99.0,99.0,999,996.5,2.3,999.0,-2.3,99.0,99.0
2003,1,9,15,275,8.4,9.6,99.0,99.0,99.0,999,996.5,2.6,999.0,-2.5,99.0,99.0
2003,1,9,16,271,6.4,8.8,99.0,99.0,99.0,999,996.8,2.6,999.0,-2.4,99.0,99.0
2003,1,9,17,268,11.2,14.4,99.0,99.0,99.0,999,996.6,2.0,999.0,-0.9,99.0,99.0
2003,1,9,18,265,7.4,8.9,99.0,99.0,99.0,999,996.8,1.0,999.0,0.8,99.0,99.0
2003,1,9,19,281,10.7,13.3,99.0,99.0,99.0,999,997.0,1.5,999.0,0.7,99.0,99.0
2003,1,9,20,11,11.4,12.7,99.0,99.0,99.0,999,999.0,0.6,999.0,0.4,99.0,99.0
2003,1,9,21,360,10.5,12.3,99.0,99.0,99.0,999,1001.1,-0.9,999.0,-1.7,99.0,99.0
2003,1,9,22,360,12.6,13.8,99.0,99.0,99.0,999,1003.0,-1.0,999.0,-5.5,99.0,99.0
2003,1,9,23,334,6.9,8.3,99.0,99.0,99.0,999,1004.4,-1.1,999.0,-5.0,99.0,99.0
2003,1,10,0,322,4.3,5.7,99.0,99.0,99.0,999,1005.7,-1.5,999.0,-6.4,99.0,99.0
2003,1,10,1,344,10.3,11.9,99.0,99.0,99.0,999,1007.1,-2.5,999.0,-9.0,99.0,99.0
2003,1,10,2,327,8.5,10.2,99.0,99.0,99.0,999,1008.1,-4.0,999.0,-11.1,99.0,99.0
2003,1,10,3,326,5.9,7.2,99.0,99.0,99.0,999,1008.6,-4.9,999.0,-11.3,99.0,99.0
2003,1,10,4,304,3.7,4.4,99.0,99.0,99.0,999,1008.6,-5.6,999.0,-11.1,99.0,99.0
2003,1,10,5,281,2.5,3.2,99.0,99.0,99.0,999,1008.7,-6.0,999.0,-11.4,99.0,99.0
2003,1,10,6,270,3.4,4.4,99.0,99.0,99.0,999,1008.5,-5.9,999.0,-11.9,99.0,99.0
2003,1,10,7,258,3.8,4.9,99.0,99.0,99.0,999,1008.2,-6.2,999.0,-11.1,99.0,99.0
2003,1,10,8,289,5.4,6.8,99.0,99.0,99.0,999,1008.5,-5.6,999.0,-12.1,99.0,99.0
2003,1,10,9,285,6.1,99.0,99.0,99.0,99.0,999,9999.0,-5.7,999.0,999.0,99.0,99.0
2003,1,10,10,272,8.6,10.0,99.0,99.0,99.0,999,1008.2,-6.0,999.0,-12.2,99.0,99.0
2003,1,10,11,282,7.5,9.4,99.0,99.0,99.0,999,1008.4,-6.2,999.0,-12.3,99.0,99.0
2003,1,10,12,281,8.9,10.6,99.0,99.0,99.0,999,1009.4,-7.2,999.0,-13.7,99.0,99.0
2003,1,10,13,287,8.4,10.7,99.0,99.0,99.0,999,1010.1,-8.4,999.0,-14.8,99.0,99.0
2003,1,10,14,295,8.5,10.6,99.0,99.0,99.0,999,1010.6,-9.1,999.0,-15.5,99.0,99.0
2003,1,10,15,304,8.6,10.3,99.0,99.0,99.0,999,1011.5,-9.2,999.0,-15.4,99.0,99.0
2003,1,10,16,295,9.0,12.8,99.0,99.0,99.0,999,1012.3,-8.8,999.0,-15.6,99.0,99.0
