#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,degT,hPa,degC,degC,degC,mi,ft
2022,01,01,00,00,15,10.0,11.4,99.00,99.00,99.00,999,1007.8,-0.2,999.0,-2.1,99.0,99.00
2022,01,01,01,00,18,10.0,11.4,99.00,99.00,99.00,999,1007.2,-0.2,999.0,-1.3,99.0,99.00
2022,01,01,02,00,7,10.7,11.7,99.00,99.00,99.00,999,1008.4,-0.9,999.0,-1.6,99.0,99.00
2022,01,01,03,00,350,7.1,8.5,99.00,99.00,99.00,999,1009.0,-2.0,999.0,-2.4,99.0,99.00
2022,01,01,04,00,337,7.4,8.6,99.00,99.00,99.00,999,1009.5,-2.1,999.0,-3.0,99.0,99.00
2022,01,01,05,00,353,10.3,11.3,99.00,99.00,99.00,999,1010.3,-1.5,999.0,-3.3,99.0,99.00
2022,01,01,06,00,6,10.8,12.5,99.00,99.00,99.00,999,1009.6,-0.5,999.0,-2.1,99.0,99.00
2022,01,01,07,00,3,12.0,13.0,99.00,99.00,99.00,999,1009.4,-0.6,999.0,-2.3,99.0,99.00
2022,01,01,08,00,3,11.4,12.9,99.00,99.00,99.00,999,1010.7,-0.8,999.0,-2.6,99.0,99.00
2022,01,01,09,00,345,11.0,12.7,99.00,99.00,99.00,999,1012.5,-2.8,999.0,-4.7,99.0,99.00
2022,01,01,10,00,2,11.4,12.9,99.00,99.00,99.00,999,1012.6,-4.5,999.0,-6.6,99.0,99.00
2022,01,01,11,00,350,12.4,13.3,99.00,99.00,99.00,999,1013.6,-5.3,999.0,-7.9,99.0,99.00
2022,01,01,12,00,352,10.9,11.8,99.00,99.00,99.00,999,1014.3,-5.7,999.0,-8.1,99.0,99.00
2022,01,01,13,00,357,12.3,13.4,99.00,99.00,99.00,999,1014.5,-5.9,999.0,-8.0,99.0,99.00
2022,01,01,14,00,2,11.4,13.1,99.00,99.00,99.00,999,1016.1,-6.0,999.0,-8.2,99.0,99.00
2022,01,01,15,00,349,11.9,14.2,99.00,99.00,99.00,999,1016.4,-6.7,999.0,-9.5,99.0,99.00
2022,01,01,16,00,4,11.6,13.6,99.00,99.00,99.00,999,1016.0,-6.5,999.0,-9.0,99.0,99.00
2022,01,01,17,00,357,10.8,12.2,99.00,99.00,99.00,999,1016.2,-6.1,999.0,-8.2,99.0,99.00
2022,01,01,18,00,343,8.1,9.2,99.00,99.00,99.00,999,1015.6,-6.6,999.0,-9.2,99.0,99.00
2022,01,01,19,00,345,10.1,12.4,99.00,99.00,99.00,999,1014.9,-7.2,999.0,-10.0,99.0,99.00
2022,01,01,20,00,356,11.8,13.8,99.00,99.00,99.00,999,1014.7,-6.7,999.0,-8.9,99.0,99.00
2022,01,01,21,00,348,12.8,14.9,99.00,99.00,99.00,999,1015.4,-6.7,999.0,-9.4,99.0,99.00
2022,01,01,22,00,5,13.2,15.8,99.00,99.00,99.00,999,1015.2,-5.7,999.0,-7.7,99.0,99.00
2022,01,01,23,00,357,14.7,16.1,99.00,99.00,99.00,999,1016.3,-6.2,999.0,-9.3,99.0,99.00
2022,01,02,00,00,352,12.9,14.3,99.00,99.00,99.00,999,1017.1,-6.7,999.0,-9.9,99.0,99.00
2022,01,02,01,00,358,13.7,15.4,99.00,99.00,99.00,999,1016.5,-7.1,999.0,-9.7,99.0,99.00
2022,01,02,02,00,358,12.6,14.7,99.00,99.00,99.00,999,1016.7,-7.4,999.0,-9.7,99.0,99.00
2022,01,02,03,00,6,13.3,15.2,99.00,99.00,99.00,999,1016.4,-6.9,999.0,-9.2,99.0,99.00
2022,01,02,04,00,345,10.4,11.6,99.00,99.00,99.00,999,1016.8,-7.9,999.0,-10.2,99.0,99.00
2022,01,02,05,00,352,12.8,15.4,99.00,99.00,99.00,999,1017.1,-7.7,999.0,-9.8,99.0,99.00
2022,01,02,06,00,335,9.1,10.9,99.00,99.00,99.00,999,1018.0,-8.2,999.0,-11.1,99.0,99.00
2022,01,02,07,00,335,9.2,11.1,99.00,99.00,99.00,999,1018.2,-8.8,999.0,-12.1,99.0,99.00
2022,01,02,08,00,333,9.2,11.0,99.00,99.00,99.00,999,1018.8,-9.2,999.0,-12.8,99.0,99.00
2022,01,02,09,00,336,8.2,9.9,99.00,99.00,99.00,999,1018.9,-9.7,999.0,-13.4,99.0,99.00
2022,01,02,10,00,331,9.2,11.7,99.00,99.00,99.00,999,1019.0,-9.3,999.0,-12.9,99.0,99.00
2022,01,02,11,00,329,7.6,9.2,99.00,99.00,99.00,999,1019.5,-9.4,999.0,-13.4,99.0,99.00
2022,01,02,12,00,331,7.5,9.4,99.00,99.00,99.00,999,1020.1,-9.7,999.0,-13.9,99.0,99.00
2022,01,02,13,00,330,6.2,7.6,99.00,99.00,99.00,999,1020.7,-9.5,999.0,-13.5,99.0,99.00
2022,01,02,14,00,331,6.6,7.6,99.00,99.00,99.00,999,1021.8,-9.9,999.0,-14.2,99.0,99.00
2022,01,02,15,00,331,5.8,6.8,99.00,99.00,99.00,999,1023.2,-10.0,999.0,-14.6,99.0,99.00
2022,01,02,16,00,323,6.3,7.0,99.00,99.00,99.00,999,1024.2,-9.4,999.0,-14.6,99.0,99.00
2022,01,02,17,00,342,4.7,5.7,99.00,99.00,99.00,999,1023.8,-8.5,999.0,-13.7,99.0,99.00
2022,01,02,18,00,341,3.8,4.7,99.00,99.00,99.00,999,1023.5,-8.1,999.0,-14.0,99.0,99.00
2022,01,02,19,00,0,6.0,6.9,99.00,99.00,99.00,999,1023.2,-7.4,999.0,-13.4,99.0,99.00
2022,01,02,20,00,316,5.3,6.4,99.00,99.00,99.00,999,1023.3,-7.1,999.0,-13.8,99.0,99.00
2022,01,02,21,00,334,4.4,5.3,99.00,99.00,99.00,999,1024.1,-7.2,999.0,-14.5,99.0,99.00
2022,01,02,22,00,315,4.3,4.9,99.00,99.00,99.00,999,1025.0,-7.3,999.0,-14.6,99.0,99.00
2022,01,02,23,00,289,3.1,3.9,99.00,99.00,99.00,999,1025.8,-7.9,999.0,-15.1,99.0,99.00
2022,01,03,00,00,279,2.8,3.6,99.00,99.00,99.00,999,1026.0,-8.5,999.0,-14.8,99.0,99.00
2022,01,03,01,00,271,2.6,3.0,99.00,99.00,99.00,999,1026.4,-8.8,999.0,-14.3,99.0,99.00
2022,01,03,02,00,264,4.5,5.3,99.00,99.00,99.00,999,1026.6,-9.6,999.0,-14.6,99.0,99.00
2022,01,03,03,00,271,5.6,6.4,99.00,99.00,99.00,999,1026.4,-10.1,999.0,-15.0,99.0,99.00
2022,01,03,04,00,268,5.5,6.6,99.00,99.00,99.00,999,1026.3,-10.5,999.0,-15.6,99.0,99.00
2022,01,03,05,00,271,5.3,6.3,99.00,99.00,99.00,999,1026.2,-11.0,999.0,-16.4,99.0,99.00
2022,01,03,06,00,276,5.9,6.8,99.00,99.00,99.00,999,1026.4,-11.2,999.0,-17.0,99.0,99.00
2022,01,03,07,00,273,6.0,7.4,99.00,99.00,99.00,999,1026.3,-11.6,999.0,-17.2,99.0,99.00
2022,01,03,08,00,294,3.6,4.5,99.00,99.00,99.00,999,1027.0,-11.9,999.0,-16.7,99.0,99.00
2022,01,03,09,00,292,1.4,2.5,99.00,99.00,99.00,999,1027.4,-12.3,999.0,-16.8,99.0,99.00
2022,01,03,10,00,273,2.1,2.9,99.00,99.00,99.00,999,1027.1,-12.6,999.0,-16.9,99.0,99.00
2022,01,03,11,00,238,2.7,3.4,99.00,99.00,99.00,999,1026.6,-12.8,999.0,-17.4,99.0,99.00
2022,01,03,12,00,219,3.2,3.7,99.00,99.00,99.00,999,1026.2,-12.6,999.0,-16.4,99.0,99.00
2022,01,03,13,00,233,3.9,4.6,99.00,99.00,99.00,999,1026.3,-12.9,999.0,-17.3,99.0,99.00
2022,01,03,14,00,237,4.8,5.7,99.00,99.00,99.00,999,1026.8,-12.8,999.0,-17.8,99.0,99.00
2022,01,03,15,00,239,4.5,5.6,99.00,99.00,99.00,999,1026.7,-11.4,999.0,-18.3,99.0,99.00
2022,01,03,16,00,221,5.6,6.3,99.00,99.00,99.00,999,1026.3,-9.5,999.0,-18.0,99.0,99.00
2022,01,03,17,00,232,6.8,7.9,99.00,99.00,99.00,999,1025.6,-7.8,999.0,-17.1,99.0,99.00
2022,01,03,18,00,213,7.0,7.6,99.00,99.00,99.00,999,1024.3,-7.0,999.0,-16.4,99.0,99.00
2022,01,03,19,00,224,7.7,9.4,99.00,99.00,99.00,999,1023.2,-5.3,999.0,-16.0,99.0,99.00
2022,01,03,20,00,207,6.5,7.7,99.00,99.00,99.00,999,1023.1,-4.8,999.0,-15.0,99.0,99.00
2022,01,03,21,00,199,9.2,10.5,99.00,99.00,99.00,999,1022.3,-4.3,999.0,-14.7,99.0,99.00
2022,01,03,22,00,210,6.8,7.6,99.00,99.00,99.00,999,1022.9,-4.6,999.0,-13.9,99.0,99.00
2022,01,03,23,00,221,7.6,8.6,99.00,99.00,99.00,999,1022.9,-4.9,999.0,-13.3,99.0,99.00
2022,01,04,00,00,224,8.1,9.1,99.00,99.00,99.00,999,1023.5,-5.8,999.0,-13.5,99.0,99.00
2022,01,04,01,00,228,8.3,9.6,99.00,99.00,99.00,999,1023.7,-6.4,999.0,-13.8,99.0,99.00
2022,01,04,02,00,234,6.1,7.3,99.00,99.00,99.00,999,1023.9,-6.8,999.0,-13.4,99.0,99.00
2022,01,04,03,00,242,9.6,10.8,99.00,99.00,99.00,999,1023.4,-7.2,999.0,-13.9,99.0,99.00
2022,01,04,04,00,224,5.7,6.6,99.00,99.00,99.00,999,1023.6,-7.6,999.0,-13.9,99.0,99.00
2022,01,04,05,00,202,6.0,6.8,99.00,99.00,99.00,999,1023.4,-7.9,999.0,-13.6,99.0,99.00
2022,01,04,06,00,204,4.8,5.6,99.00,99.00,99.00,999,1022.5,-7.9,999.0,-13.1,99.0,99.00
2022,01,04,07,00,204,4.5,5.5,99.00,99.00,99.00,999,1021.8,-7.4,999.0,-12.4,99.0,99.00
2022,01,04,08,00,195,4.9,5.8,99.00,99.00,99.00,999,1021.6,-6.5,999.0,-10.9,99.0,99.00
2022,01,04,09,00,187,5.7,6.9,99.00,99.00,99.00,999,1020.8,-5.2,999.0,-9.3,99.0,99.00
2022,01,04,10,00,198,6.3,7.5,99.00,99.00,99.00,999,1019.6,-5.1,999.0,-9.0,99.0,99.00
2022,01,04,11,00,197,6.6,7.3,99.00,99.00,99.00,999,1018.7,-4.0,999.0,-8.1,99.0,99.00
2022,01,04,12,00,195,8.9,9.7,99.00,99.00,99.00,999,1018.0,-3.5,999.0,-7.7,99.0,99.00
2022,01,04,13,00,194,11.0,12.4,99.00,99.00,99.00,999,1016.8,-3.2,999.0,-7.4,99.0,99.00
2022,01,04,14,00,194,11.6,12.8,99.00,99.00,99.00,999,1016.2,-2.5,999.0,-6.3,99.0,99.00
