#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,hPa,degC,degC,degC,nmi,ft
2010,04,20,20,00,162,4.8,5.3,99.00,99.00,99.00,999,1014.8,7.9,999.0,3.4,99.0,99.00
2010,04,20,21,00,162,5.1,5.6,99.00,99.00,99.00,999,1014.1,7.7,999.0,3.0,99.0,99.00
2010,04,20,22,00,171,5.7,6.3,99.00,99.00,99.00,999,1013.9,7.6,999.0,4.2,99.0,99.00
2010,04,20,23,00,175,5.1,5.4,99.00,99.00,99.00,999,1013.4,8.3,999.0,3.9,99.0,99.00
2010,04,21,00,00,185,5.4,5.8,99.00,99.00,99.00,999,1012.7,8.6,999.0,4.5,99.0,99.00
2010,04,21,01,00,193,3.4,4.0,99.00,99.00,99.00,999,1012.4,9.8,999.0,6.1,99.0,99.00
2010,04,21,02,00,212,4.7,5.1,99.00,99.00,99.00,999,1012.1,10.2,999.0,3.2,99.0,99.00
2010,04,21,03,00,212,3.1,3.7,99.00,99.00,99.00,999,1011.5,10.5,999.0,3.1,99.0,99.00
2010,04,21,04,00,211,3.4,3.6,99.00,99.00,99.00,999,1010.8,10.5,999.0,2.5,99.0,99.00
2010,04,21,05,00,205,3.9,4.3,99.00,99.00,99.00,999,1010.7,10.0,999.0,2.9,99.0,99.00
2010,04,21,06,00,183,4.0,4.2,99.00,99.00,99.00,999,1010.4,8.7,999.0,7.8,99.0,99.00
2010,04,21,07,00,198,3.2,3.4,99.00,99.00,99.00,999,1009.7,8.8,999.0,5.7,99.0,99.00
2010,04,21,08,00,2,3.2,3.4,99.00,99.00,99.00,999,1010.1,8.4,999.0,6.8,99.0,99.00
2010,04,21,09,00,16,12.7,14.0,99.00,99.00,99.00,999,1010.8,5.6,999.0,4.0,99.0,99.00
2010,04,21,10,00,22,12.3,13.2,99.00,99.00,99.00,999,1011.3,5.3,999.0,3.8,99.0,99.00
2010,04,21,11,00,19,12.8,13.7,99.00,99.00,99.00,999,1011.6,4.7,999.0,3.0,99.0,99.00
2010,04,21,12,00,23,12.1,13.3,99.00,99.00,99.00,999,1012.2,4.2,999.0,3.0,99.0,99.00
2010,04,21,13,00,20,12.0,13.6,99.00,99.00,99.00,999,1012.6,3.8,999.0,2.7,99.0,99.00
2010,04,21,14,00,29,12.5,13.9,99.00,99.00,99.00,999,1012.9,3.3,999.0,2.3,99.0,99.00
2010,04,21,15,00,31,12.7,13.8,99.00,99.00,99.00,999,1013.4,3.4,999.0,2.0,99.0,99.00
2010,04,21,16,00,28,11.7,13.4,99.00,99.00,99.00,999,1013.7,3.3,999.0,1.8,99.0,99.00
2010,04,21,17,00,38,12.3,13.1,99.00,99.00,99.00,999,1013.6,3.4,999.0,1.3,99.0,99.00
2010,04,21,18,00,40,12.0,13.1,99.00,99.00,99.00,999,1013.2,3.4,999.0,1.6,99.0,99.00
2010,04,21,19,00,38,12.6,13.5,99.00,99.00,99.00,999,1013.0,3.4,999.0,1.2,99.0,99.00
2010,04,21,20,00,43,11.3,12.2,99.00,99.00,99.00,999,1013.0,3.6,999.0,0.9,99.0,99.00
2010,04,21,21,00,39,9.9,10.8,99.00,99.00,99.00,999,1012.9,3.7,999.0,1.0,99.0,99.00
2010,04,21,22,00,36,8.9,9.9,99.00,99.00,99.00,999,1012.9,3.9,999.0,1.2,99.0,99.00
2010,04,21,23,00,34,10.2,11.3,99.00,99.00,99.00,999,1012.5,4.0,999.0,1.0,99.0,99.00
2010,04,22,00,00,28,9.9,10.7,99.00,99.00,99.00,999,1012.2,4.2,999.0,1.0,99.0,99.00
2010,04,22,01,00,30,9.5,10.2,99.00,99.00,99.00,999,1012.2,4.3,999.0,1.1,99.0,99.00
2010,04,22,02,00,29,9.7,10.7,99.00,99.00,99.00,999,1012.5,4.2,999.0,0.9,99.0,99.00
2010,04,22,03,00,32,9.2,9.7,99.00,99.00,99.00,999,1012.9,4.1,999.0,0.7,99.0,99.00
2010,04,22,04,00,31,9.8,11.1,99.00,99.00,99.00,999,1013.0,3.7,999.0,1.1,99.0,99.00
2010,04,22,05,00,39,10.7,11.6,99.00,99.00,99.00,999,1012.7,3.4,999.0,1.2,99.0,99.00
2010,04,22,06,00,33,9.9,10.9,99.00,99.00,99.00,999,1012.3,3.2,999.0,1.4,99.0,99.00
2010,04,22,07,00,34,9.3,10.0,99.00,99.00,99.00,999,1012.4,3.1,999.0,1.5,99.0,99.00
2010,04,22,08,00,30,8.9,9.5,99.00,99.00,99.00,999,1012.3,2.9,999.0,1.5,99.0,99.00
2010,04,22,09,00,41,8.8,10.3,99.00,99.00,99.00,999,1012.2,2.8,999.0,1.8,99.0,99.00
2010,04,22,10,00,40,8.1,9.0,99.00,99.00,99.00,999,1012.7,2.6,999.0,1.8,99.0,99.00
2010,04,22,11,00,46,7.7,8.4,99.00,99.00,99.00,999,1013.1,2.4,999.0,1.6,99.0,99.00
2010,04,22,12,00,57,6.9,7.4,99.00,99.00,99.00,999,1013.7,2.4,999.0,1.7,99.0,99.00
2010,04,22,13,00,47,6.3,7.3,99.00,99.00,99.00,999,1013.6,2.6,999.0,2.1,99.0,99.00
2010,04,22,14,00,41,4.8,5.3,99.00,99.00,99.00,999,1013.5,2.9,999.0,2.2,99.0,99.00
2010,04,22,15,00,40,5.8,6.3,99.00,99.00,99.00,999,1013.3,3.1,999.0,2.5,99.0,99.00
2010,04,22,16,00,34,4.6,5.8,99.00,99.00,99.00,999,1013.5,3.2,999.0,2.6,99.0,99.00
2010,04,22,17,00,41,4.0,5.0,99.00,99.00,99.00,999,1013.5,3.4,999.0,2.7,99.0,99.00
2010,04,22,18,00,52,3.2,3.9,99.00,99.00,99.00,999,1013.5,3.7,999.0,3.1,99.0,99.00
2010,04,22,19,00,44,2.9,3.2,99.00,99.00,99.00,999,1013.2,3.9,999.0,3.3,99.0,99.00
2010,04,22,20,00,56,3.6,4.2,99.00,99.00,99.00,999,1012.7,4.1,999.0,3.5,99.0,99.00
2010,04,22,21,00,95,3.1,3.6,99.00,99.00,99.00,999,1012.2,4.8,999.0,3.7,99.0,99.00
2010,04,22,22,00,77,4.2,4.4,99.00,99.00,99.00,999,1011.4,5.2,999.0,3.9,99.0,99.00
2010,04,22,23,00,102,3.6,3.9,99.00,99.00,99.00,999,1011.1,5.2,999.0,4.0,99.0,99.00
2010,04,23,00,00,112,2.4,2.8,99.00,99.00,99.00,999,1011.5,5.6,999.0,4.0,99.0,99.00
2010,04,23,01,00,108,1.2,1.4,99.00,99.00,99.00,999,1011.8,5.5,999.0,3.3,99.0,99.00
2010,04,23,02,00,87,2.3,2.6,99.00,99.00,99.00,999,1012.5,4.8,999.0,3.8,99.0,99.00
2010,04,23,03,00,87,3.3,3.7,99.00,99.00,99.00,999,1012.6,4.4,999.0,4.1,99.0,99.00
2010,04,23,04,00,163,2.7,3.1,99.00,99.00,99.00,999,1012.6,4.3,999.0,4.0,99.0,99.00
2010,04,23,05,00,175,1.1,1.4,99.00,99.00,99.00,999,1012.4,4.6,999.0,3.5,99.0,99.00
2010,04,23,06,00,344,0.5,0.7,99.00,99.00,99.00,999,1012.3,4.7,999.0,4.3,99.0,99.00
2010,04,23,07,00,250,2.0,2.3,99.00,99.00,99.00,999,1012.4,4.0,999.0,3.8,99.0,99.00
2010,04,23,08,00,19,0.5,0.8,99.00,99.00,99.00,999,1012.2,4.2,999.0,4.2,99.0,99.00
2010,04,23,09,00,338,0.1,0.6,99.00,99.00,99.00,999,1012.5,4.7,999.0,4.6,99.0,99.00
2010,04,23,10,00,347,0.2,0.4,99.00,99.00,99.00,999,1012.6,4.7,999.0,4.7,99.0,99.00
2010,04,23,11,00,252,2.2,2.4,99.00,99.00,99.00,999,1013.2,4.5,999.0,4.1,99.0,99.00
2010,04,23,12,00,249,1.4,1.6,99.00,99.00,99.00,999,1013.8,4.8,999.0,3.7,99.0,99.00
2010,04,23,13,00,212,0.4,0.6,99.00,99.00,99.00,999,1014.0,6.1,999.0,3.3,99.0,99.00
2010,04,23,14,00,83,1.9,2.1,99.00,99.00,99.00,999,1014.0,6.5,999.0,5.5,99.0,99.00
2010,04,23,15,00,120,2.2,2.4,99.00,99.00,99.00,999,1014.3,6.2,999.0,4.4,99.0,99.00
2010,04,23,16,00,140,2.9,3.3,99.00,99.00,99.00,999,1014.1,7.7,999.0,3.4,99.0,99.00
2010,04,23,17,00,94,2.4,2.8,99.00,99.00,99.00,999,1013.7,6.4,999.0,4.0,99.0,99.00
2010,04,23,18,00,141,4.7,5.1,99.00,99.00,99.00,999,1013.8,6.3,999.0,4.6,99.0,99.00
2010,04,23,19,00,156,2.7,3.0,99.00,99.00,99.00,999,1013.9,8.0,999.0,4.8,99.0,99.00
2010,04,23,20,00,164,2.8,3.3,99.00,99.00,99.00,999,1013.3,8.6,999.0,5.0,99.0,99.00
2010,04,23,21,00,135,1.7,2.0,99.00,99.00,99.00,999,1012.2,9.8,999.0,4.9,99.0,99.00
2010,04,23,22,00,42,0.6,0.7,99.00,99.00,99.00,999,1012.0,7.9,999.0,5.7,99.0,99.00
2010,04,23,23,00,45,3.4,3.7,99.00,99.00,99.00,999,1011.8,6.9,999.0,5.9,99.0,99.00
2010,04,24,00,00,33,3.2,3.4,99.00,99.00,99.00,999,1011.8,6.7,999.0,5.5,99.0,99.00
2010,04,24,01,00,29,4.7,5.1,99.00,99.00,99.00,999,1012.0,7.3,999.0,4.4,99.0,99.00
2010,04,24,02,00,38,3.4,3.9,99.00,99.00,99.00,999,1012.8,6.7,999.0,4.6,99.0,99.00
2010,04,24,03,00,37,1.1,2.3,99.00,99.00,99.00,999,1013.0,7.0,999.0,4.2,99.0,99.00
2010,04,24,04,00,19,2.2,2.4,99.00,99.00,99.00,999,1013.0,8.2,999.0,3.2,99.0,99.00
2010,04,24,05,00,26,3.6,3.9,99.00,99.00,99.00,999,1012.0,8.1,999.0,4.2,99.0,99.00
2010,04,24,06,00,31,4.3,4.6,99.00,99.00,99.00,999,1011.4,7.7,999.0,4.1,99.0,99.00
2010,04,24,07,00,54,2.1,2.9,99.00,99.00,99.00,999,1011.0,8.1,999.0,4.3,99.0,99.00
2010,04,24,08,00,108,6.8,7.6,99.00,99.00,99.00,999,1010.1,7.7,999.0,4.5,99.0,99.00
2010,04,24,09,00,116,6.6,7.3,99.00,99.00,99.00,999,1010.5,7.8,999.0,4.3,99.0,99.00
2010,04,24,10,00,111,8.9,9.7,99.00,99.00,99.00,999,1009.4,8.1,999.0,4.0,99.0,99.00
2010,04,24,11,00,118,7.2,8.1,99.00,99.00,99.00,999,1009.8,7.4,999.0,4.6,99.0,99.00
2010,04,24,12,00,86,3.0,3.9,99.00,99.00,99.00,999,1010.5,6.0,999.0,5.5,99.0,99.00
2010,04,24,13,00,83,7.8,8.9,99.00,99.00,99.00,999,1009.8,6.1,999.0,5.8,99.0,99.00
2010,04,24,14,00,85,8.6,9.7,99.00,99.00,99.00,999,1008.8,6.5,999.0,5.8,99.0,99.00
2010,04,24,15,00,102,10.4,11.8,99.00,99.00,99.00,999,1008.5,6.5,999.0,6.2,99.0,99.00
2010,04,24,16,00,106,10.0,11.2,99.00,99.00,99.00,999,1007.7,7.0,999.0,6.9,99.0,99.00
2010,04,24,17,00,107,9.2,10.1,99.00,99.00,99.00,999,1007.2,7.1,999.0,7.0,99.0,99.00
2010,04,24,18,00,105,7.8,8.6,99.00,99.00,99.00,999,1006.6,6.9,999.0,6.7,99.0,99.00
2010,04,24,19,00,101,6.7,7.7,99.00,99.00,99.00,999,1006.0,6.7,999.0,6.6,99.0,99.00
2010,04,24,20,00,90,3.8,4.7,99.00,99.00,99.00,999,1005.5,7.0,999.0,6.8,99.0,99.00
2010,04,24,21,00,32,4.0,4.7,99.00,99.00,99.00,999,1004.7,7.0,999.0,6.9,99.0,99.00
2010,04,24,22,00,8,6.3,7.1,99.00,99.00,99.00,999,1004.5,7.4,999.0,7.2,99.0,99.00
2010,04,24,23,00,36,8.3,8.9,99.00,99.00,99.00,999,1002.8,8.2,999.0,8.1,99.0,99.00
2010,04,25,00,00,6,6.7,7.4,99.00,99.00,99.00,999,1002.5,7.6,999.0,7.4,99.0,99.00
2010,04,25,01,00,34,9.1,10.0,99.00,99.00,99.00,999,1001.6,7.6,999.0,7.0,99.0,99.00
2010,04,25,02,00,56,9.2,9.9,99.00,99.00,99.00,999,1001.4,8.4,999.0,5.6,99.0,99.00
2010,04,25,03,00,24,7.8,8.9,99.00,99.00,99.00,999,1000.4,7.9,999.0,5.4,99.0,99.00
2010,04,25,04,00,24,8.5,9.3,99.00,99.00,99.00,999,998.7,7.8,999.0,5.3,99.0,99.00
2010,04,25,05,00,19,8.6,9.4,99.00,99.00,99.00,999,997.8,7.9,999.0,4.8,99.0,99.00
2010,04,25,06,00,51,11.5,12.9,99.00,99.00,99.00,999,996.3,7.3,999.0,6.9,99.0,99.00
2010,04,25,07,00,53,13.8,15.5,99.00,99.00,99.00,999,995.0,7.0,999.0,6.8,99.0,99.00
2010,04,25,08,00,43,12.6,14.2,99.00,99.00,99.00,999,994.3,6.6,999.0,6.3,99.0,99.00
2010,04,25,09,00,49,13.0,14.4,99.00,99.00,99.00,999,993.5,6.6,999.0,6.3,99.0,99.00
2010,04,25,10,00,57,13.1,14.6,99.00,99.00,99.00,999,993.3,6.6,999.0,6.4,99.0,99.00
2010,04,25,11,00,54,13.7,14.9,99.00,99.00,99.00,999,993.1,6.8,999.0,6.6,99.0,99.00
2010,04,25,12,00,55,12.8,14.4,99.00,99.00,99.00,999,994.0,7.0,999.0,6.8,99.0,99.00
2010,04,25,13,00,57,11.2,13.1,99.00,99.00,99.00,999,994.6,6.8,999.0,6.6,99.0,99.00
2010,04,25,14,00,51,13.7,15.3,99.00,99.00,99.00,999,994.6,7.2,999.0,7.0,99.0,99.00
2010,04,25,15,00,49,13.0,14.9,99.00,99.00,99.00,999,995.5,6.9,999.0,6.7,99.0,99.00
2010,04,25,16,00,26,13.0,14.9,99.00,99.00,99.00,999,996.5,6.6,999.0,6.4,99.0,99.00
2010,04,25,17,00,25,12.5,14.1,99.00,99.00,99.00,999,996.4,6.4,999.0,6.3,99.0,99.00
2010,04,25,18,00,26,14.3,16.0,99.00,99.00,99.00,999,996.2,6.8,999.0,6.7,99.0,99.00
2010,04,25,19,00,29,14.6,16.3,99.00,99.00,99.00,999,996.6,6.8,999.0,6.7,99.0,99.00
2010,04,25,20,00,24,15.0,17.0,99.00,99.00,99.00,999,997.0,6.9,999.0,6.7,99.0,99.00
2010,04,25,21,00,15,16.0,17.8,99.00,99.00,99.00,999,997.4,6.8,999.0,6.6,99.0,99.00
2010,04,25,22,00,15,16.6,18.6,99.00,99.00,99.00,999,997.9,7.2,999.0,6.2,99.0,99.00
2010,04,25,23,00,25,14.7,16.3,99.00,99.00,99.00,999,998.7,7.2,999.0,6.1,99.0,99.00
2010,04,26,00,00,20,12.5,14.1,99.00,99.00,99.00,999,999.6,7.3,999.0,6.0,99.0,99.00
2010,04,26,01,00,12,11.2,12.5,99.00,99.00,99.00,999,1000.3,7.3,999.0,5.4,99.0,99.00
2010,04,26,02,00,12,10.3,11.5,99.00,99.00,99.00,999,1000.7,7.5,999.0,4.9,99.0,99.00
2010,04,26,03,00,11,10.2,11.2,99.00,99.00,99.00,999,1000.8,7.6,999.0,5.0,99.0,99.00
2010,04,26,04,00,7,9.2,10.3,99.00,99.00,99.00,999,1000.8,8.0,999.0,5.1,99.0,99.00
2010,04,26,05,00,13,9.4,10.8,99.00,99.00,99.00,999,1000.7,9.1,999.0,4.6,99.0,99.00
2010,04,26,06,00,356,8.9,10.1,99.00,99.00,99.00,999,1000.6,9.3,999.0,3.5,99.0,99.00
2010,04,26,07,00,354,9.0,10.6,99.00,99.00,99.00,999,1000.3,9.5,999.0,2.4,99.0,99.00
2010,04,26,08,00,355,9.7,10.8,99.00,99.00,99.00,999,1000.5,9.7,999.0,2.7,99.0,99.00
2010,04,26,09,00,12,10.6,12.4,99.00,99.00,99.00,999,1000.8,9.3,999.0,2.5,99.0,99.00
2010,04,26,10,00,349,7.6,9.1,99.00,99.00,99.00,999,1001.2,8.6,999.0,1.8,99.0,99.00
2010,04,26,11,00,11,11.5,13.0,99.00,99.00,99.00,999,1001.5,8.4,999.0,2.9,99.0,99.00
2010,04,26,12,00,8,11.3,12.2,99.00,99.00,99.00,999,1002.2,7.6,999.0,3.5,99.0,99.00
2010,04,26,13,00,10,10.9,12.4,99.00,99.00,99.00,999,1002.6,7.9,999.0,4.1,99.0,99.00
2010,04,26,14,00,9,10.9,12.1,99.00,99.00,99.00,999,1003.0,7.8,999.0,4.2,99.0,99.00
2010,04,26,15,00,8,9.0,10.0,99.00,99.00,99.00,999,1003.4,7.6,999.0,4.6,99.0,99.00
2010,04,26,16,00,6,11.2,12.2,99.00,99.00,99.00,999,1003.5,7.7,999.0,3.7,99.0,99.00
2010,04,26,17,00,17,12.8,14.4,99.00,99.00,99.00,999,1003.5,7.6,999.0,3.2,99.0,99.00
2010,04,26,18,00,19,8.6,9.6,99.00,99.00,99.00,999,1003.6,7.7,999.0,3.1,99.0,99.00
2010,04,26,19,00,36,7.5,8.3,99.00,99.00,99.00,999,1003.4,7.3,999.0,3.8,99.0,99.00
2010,04,26,20,00,31,6.1,7.0,99.00,99.00,99.00,999,1003.2,7.4,999.0,3.5,99.0,99.00
2010,04,26,21,00,26,5.0,6.1,99.00,99.00,99.00,999,1003.1,7.4,999.0,3.2,99.0,99.00
2010,04,26,22,00,18,6.1,6.7,99.00,99.00,99.00,999,1003.3,7.6,999.0,3.2,99.0,99.00
2010,04,26,23,00,10,6.9,7.9,99.00,99.00,99.00,999,1003.7,7.9,999.0,3.2,99.0,99.00
2010,04,27,00,00,10,7.8,8.5,99.00,99.00,99.00,999,1004.0,7.7,999.0,2.9,99.0,99.00
2010,04,27,01,00,26,12.3,13.4,99.00,99.00,99.00,999,1004.3,8.1,999.0,1.1,99.0,99.00
2010,04,27,02,00,16,11.1,12.4,99.00,99.00,99.00,999,1005.1,8.2,999.0,2.4,99.0,99.00
2010,04,27,03,00,7,12.7,13.8,99.00,99.00,99.00,999,1005.0,8.8,999.0,0.4,99.0,99.00
2010,04,27,04,00,5,11.7,13.2,99.00,99.00,99.00,999,1005.2,8.5,999.0,0.4,99.0,99.00
2010,04,27,05,00,8,11.2,12.1,99.00,99.00,99.00,999,1005.7,7.9,999.0,1.4,99.0,99.00
2010,04,27,06,00,16,15.2,17.8,99.00,99.00,99.00,999,1005.9,7.8,999.0,0.3,99.0,99.00
2010,04,27,07,00,18,15.9,18.3,99.00,99.00,99.00,999,1005.9,6.4,999.0,1.2,99.0,99.00
2010,04,27,08,00,21,14.1,16.0,99.00,99.00,99.00,999,1006.4,5.7,999.0,2.0,99.0,99.00
2010,04,27,09,00,28,12.0,14.3,99.00,99.00,99.00,999,1007.4,5.4,999.0,2.1,99.0,99.00
2010,04,27,10,00,29,12.6,13.6,99.00,99.00,99.00,999,1008.4,5.2,999.0,0.6,99.0,99.00
2010,04,27,11,00,45,11.9,13.5,99.00,99.00,99.00,999,1009.6,4.8,999.0,-2.2,99.0,99.00
2010,04,27,12,00,39,9.2,10.5,99.00,99.00,99.00,999,1010.9,4.7,999.0,-2.1,99.0,99.00
2010,04,27,13,00,25,8.2,9.4,99.00,99.00,99.00,999,1011.7,4.6,999.0,-0.2,99.0,99.00
2010,04,27,14,00,20,9.4,10.6,99.00,99.00,99.00,999,1012.2,4.6,999.0,0.4,99.0,99.00
2010,04,27,15,00,23,10.2,11.4,99.00,99.00,99.00,999,1012.8,4.4,999.0,0.3,99.0,99.00
2010,04,27,16,00,27,10.3,11.3,99.00,99.00,99.00,999,1013.4,4.4,999.0,-0.2,99.0,99.00
2010,04,27,17,00,35,8.1,8.8,99.00,99.00,99.00,999,1013.7,4.3,999.0,0.0,99.0,99.00
2010,04,27,18,00,36,6.1,6.6,99.00,99.00,99.00,999,1013.5,4.3,999.0,0.0,99.0,99.00
2010,04,27,19,00,34,7.4,8.0,99.00,99.00,99.00,999,1013.1,4.4,999.0,-0.9,99.0,99.00
2010,04,27,20,00,34,5.6,6.3,99.00,99.00,99.00,999,1013.0,4.6,999.0,-1.0,99.0,99.00
2010,04,27,21,00,39,3.8,4.5,99.00,99.00,99.00,999,1012.8,5.1,999.0,-1.1,99.0,99.00
2010,04,27,22,00,34,2.3,2.7,99.00,99.00,99.00,999,1012.6,6.1,999.0,-2.6,99.0,99.00
2010,04,27,23,00,80,1.2,1.4,99.00,99.00,99.00,999,1012.5,6.8,999.0,-2.1,99.0,99.00
2010,04,28,00,00,71,1.4,1.8,99.00,99.00,99.00,999,1012.5,7.0,999.0,-0.6,99.0,99.00
2010,04,28,01,00,0,0.0,0.0,99.00,99.00,99.00,999,1012.8,6.4,999.0,-0.2,99.0,99.00
2010,04,28,02,00,280,0.3,0.7,99.00,99.00,99.00,999,1013.3,6.5,999.0,-0.3,99.0,99.00
2010,04,28,03,00,3,0.9,1.1,99.00,99.00,99.00,999,1013.4,7.4,999.0,-1.6,99.0,99.00
2010,04,28,04,00,7,2.7,3.0,99.00,99.00,99.00,999,1013.4,7.5,999.0,-2.8,99.0,99.00
2010,04,28,05,00,356,1.8,2.1,99.00,99.00,99.00,999,1013.3,7.0,999.0,-0.8,99.0,99.00
2010,04,28,06,00,27,1.9,2.4,99.00,99.00,99.00,999,1013.2,6.8,999.0,-2.4,99.0,99.00
2010,04,28,07,00,16,1.7,2.2,99.00,99.00,99.00,999,1013.3,6.4,999.0,-3.0,99.0,99.00
2010,04,28,08,00,21,1.2,1.5,99.00,99.00,99.00,999,1013.2,5.8,999.0,-0.4,99.0,99.00
2010,04,28,09,00,321,0.2,0.5,99.00,99.00,99.00,999,1013.4,5.0,999.0,0.3,99.0,99.00
2010,04,28,10,00,334,1.4,1.4,99.00,99.00,99.00,999,1013.7,4.5,999.0,-1.3,99.0,99.00
2010,04,28,11,00,355,0.7,0.9,99.00,99.00,99.00,999,1013.8,4.4,999.0,0.5,99.0,99.00
2010,04,28,12,00,125,0.3,0.9,99.00,99.00,99.00,999,1014.4,6.2,999.0,1.2,99.0,99.00
2010,04,28,13,00,76,1.2,1.5,99.00,99.00,99.00,999,1014.8,6.2,999.0,-0.2,99.0,99.00
2010,04,28,14,00,110,2.2,2.4,99.00,99.00,99.00,999,1014.9,5.8,999.0,0.5,99.0,99.00
2010,04,28,15,00,99,3.2,4.0,99.00,99.00,99.00,999,1014.8,5.1,999.0,2.0,99.0,99.00
2010,04,28,16,00,118,3.9,4.2,99.00,99.00,99.00,999,1014.7,5.2,999.0,2.6,99.0,99.00
2010,04,28,17,00,129,4.1,4.7,99.00,99.00,99.00,999,1014.5,5.7,999.0,3.3,99.0,99.00
2010,04,28,18,00,140,4.5,4.9,99.00,99.00,99.00,999,1014.3,6.7,999.0,3.6,99.0,99.00
2010,04,28,19,00,144,4.6,5.1,99.00,99.00,99.00,999,1014.1,7.0,999.0,3.4,99.0,99.00
2010,04,28,20,00,159,5.6,6.1,99.00,99.00,99.00,999,1013.6,7.0,999.0,2.8,99.0,99.00
2010,04,28,21,00,162,4.8,5.5,99.00,99.00,99.00,999,1013.1,6.9,999.0,2.7,99.0,99.00
2010,04,28,22,00,164,4.7,5.0,99.00,99.00,99.00,999,1012.9,7.1,999.0,3.2,99.0,99.00
2010,04,28,23,00,159,4.1,4.6,99.00,99.00,99.00,999,1012.6,6.7,999.0,3.3,99.0,99.00
2010,04,29,00,00,168,4.2,4.7,99.00,99.00,99.00,999,1012.2,6.5,999.0,3.7,99.0,99.00
2010,04,29,01,00,175,3.9,4.4,99.00,99.00,99.00,999,1012.0,6.0,999.0,3.1,99.0,99.00
2010,04,29,02,00,157,3.7,4.1,99.00,99.00,99.00,999,1011.9,5.8,999.0,2.7,99.0,99.00
2010,04,29,03,00,166,2.5,2.7,99.00,99.00,99.00,999,1012.3,5.8,999.0,3.2,99.0,99.00
2010,04,29,04,00,190,3.0,3.6,99.00,99.00,99.00,999,1012.1,6.6,999.0,2.9,99.0,99.00
2010,04,29,05,00,168,3.4,3.6,99.00,99.00,99.00,999,1011.9,6.7,999.0,2.6,99.0,99.00
2010,04,29,06,00,158,2.7,3.1,99.00,99.00,99.00,999,1011.7,6.2,999.0,3.3,99.0,99.00
2010,04,29,07,00,153,2.7,3.2,99.00,99.00,99.00,999,1011.2,6.4,999.0,3.5,99.0,99.00
2010,04,29,08,00,138,2.7,3.1,99.00,99.00,99.00,999,1011.0,6.3,999.0,4.1,99.0,99.00
2010,04,29,09,00,166,3.8,4.4,99.00,99.00,99.00,999,1010.9,6.9,999.0,3.3,99.0,99.00
2010,04,29,10,00,177,6.7,7.4,99.00,99.00,99.00,999,1010.2,7.6,999.0,3.2,99.0,99.00
2010,04,29,11,00,173,7.2,8.1,99.00,99.00,99.00,999,1009.6,7.1,999.0,4.1,99.0,99.00
2010,04,29,12,00,175,6.8,7.6,99.00,99.00,99.00,999,1009.3,6.7,999.0,4.3,99.0,99.00
2010,04,29,13,00,167,7.3,8.0,99.00,99.00,99.00,999,1008.7,7.0,999.0,4.5,99.0,99.00
2010,04,29,14,00,171,7.5,8.4,99.00,99.00,99.00,999,1008.1,7.5,999.0,4.5,99.0,99.00
2010,04,29,15,00,164,9.9,10.9,99.00,99.00,99.00,999,1007.0,8.3,999.0,4.5,99.0,99.00
2010,04,29,16,00,171,8.6,9.4,99.00,99.00,99.00,999,1006.5,7.9,999.0,4.8,99.0,99.00
2010,04,29,17,00,161,8.0,9.3,99.00,99.00,99.00,999,1005.2,8.2,999.0,4.7,99.0,99.00
2010,04,29,18,00,151,8.4,10.3,99.00,99.00,99.00,999,1003.7,8.6,999.0,5.0,99.0,99.00
2010,04,29,19,00,138,14.8,17.0,99.00,99.00,99.00,999,1001.4,10.0,999.0,5.5,99.0,99.00
2010,04,29,20,00,134,13.7,15.5,99.00,99.00,99.00,999,1000.2,9.9,999.0,5.6,99.0,99.00
2010,04,29,21,00,136,13.8,15.3,99.00,99.00,99.00,999,998.9,10.1,999.0,6.0,99.0,99.00
2010,04,29,22,00,135,13.3,14.9,99.00,99.00,99.00,999,998.1,10.2,999.0,6.2,99.0,99.00
2010,04,29,23,00,133,12.2,13.5,99.00,99.00,99.00,999,997.1,10.0,999.0,6.3,99.0,99.00
2010,04,30,00,00,141,13.0,14.2,99.00,99.00,99.00,999,996.6,10.7,999.0,6.4,99.0,99.00
2010,04,30,01,00,175,9.7,10.6,99.00,99.00,99.00,999,997.6,10.6,999.0,6.5,99.0,99.00
2010,04,30,02,00,165,9.3,9.7,99.00,99.00,99.00,999,998.4,10.6,999.0,6.9,99.0,99.00
2010,04,30,03,00,174,6.2,6.8,99.00,99.00,99.00,999,998.8,9.5,999.0,7.3,99.0,99.00
2010,04,30,04,00,184,7.1,7.7,99.00,99.00,99.00,999,999.0,9.6,999.0,7.7,99.0,99.00
2010,04,30,05,00,184,8.8,9.6,99.00,99.00,99.00,999,998.6,9.5,999.0,7.9,99.0,99.00
2010,04,30,06,00,187,10.0,10.6,99.00,99.00,99.00,999,998.4,9.4,999.0,8.0,99.0,99.00
2010,04,30,07,00,182,9.0,9.7,99.00,99.00,99.00,999,998.0,9.0,999.0,8.3,99.0,99.00
2010,04,30,08,00,181,8.8,9.8,99.00,99.00,99.00,999,998.2,8.6,999.0,8.4,99.0,99.00
2010,04,30,09,00,182,8.9,9.6,99.00,99.00,99.00,999,998.0,8.2,999.0,8.0,99.0,99.00
2010,04,30,10,00,177,8.6,9.6,99.00,99.00,99.00,999,997.9,8.0,999.0,7.8,99.0,99.00
