#YYYY,MM,DD,hh,mm,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE
2006,7,5,4,0,49,6.5,7.3,99.0,99.0,99.0,999,1020.1,17.9,999.0,999.0,99.0,99.0
2006,7,5,5,0,36,4.8,5.5,99.0,99.0,99.0,999,1020.3,17.8,999.0,999.0,99.0,99.0
2006,7,5,6,0,52,3.6,4.1,99.0,99.0,99.0,999,1020.2,17.7,999.0,999.0,99.0,99.0
2006,7,5,7,0,88,2.1,2.3,99.0,99.0,99.0,999,1020.3,17.6,999.0,999.0,99.0,99.0
2006,7,5,8,0,249,2.1,2.2,99.0,99.0,99.0,999,1020.3,16.4,999.0,999.0,99.0,99.0
2006,7,5,9,0,259,2.3,2.4,99.0,99.0,99.0,999,1020.1,15.6,999.0,999.0,99.0,99.0
2006,7,5,10,0,256,2.7,2.9,99.0,99.0,99.0,999,1020.1,15.5,999.0,999.0,99.0,99.0
2006,7,5,11,0,284,1.9,2.5,99.0,99.0,99.0,999,1020.7,15.1,999.0,999.0,99.0,99.0
2006,7,5,12,0,262,2.4,2.9,99.0,99.0,99.0,999,1021.0,16.4,999.0,999.0,99.0,99.0
2006,7,5,13,0,220,1.4,1.6,99.0,99.0,99.0,999,1021.3,17.6,999.0,999.0,99.0,99.0
2006,7,5,14,0,148,2.6,2.9,99.0,99.0,99.0,999,1021.4,18.8,999.0,999.0,99.0,99.0
2006,7,5,15,0,155,5.6,6.3,99.0,99.0,99.0,999,1021.3,18.1,999.0,999.0,99.0,99.0
2006,7,5,16,0,148,5.6,6.2,99.0,99.0,99.0,999,1021.5,18.0,999.0,999.0,99.0,99.0
2006,7,5,17,0,160,6.9,7.9,99.0,99.0,99.0,999,1021.5,18.1,999.0,999.0,99.0,99.0
2006,7,5,18,0,156,5.4,5.9,99.0,99.0,99.0,999,1021.4,17.8,999.0,999.0,99.0,99.0
2006,7,5,19,0,159,7.8,8.2,99.0,99.0,99.0,999,1020.5,18.2,999.0,999.0,99.0,99.0
2006,7,5,20,0,157,7.2,7.8,99.0,99.0,99.0,999,1020.3,18.1,999.0,999.0,99.0,99.0
2006,7,5,21,0,155,5.7,6.1,99.0,99.0,99.0,999,1020.2,18.4,999.0,999.0,99.0,99.0
2006,7,5,22,0,165,4.5,4.8,99.0,99.0,99.0,999,1020.0,18.0,999.0,999.0,99.0,99.0
2006,7,5,23,0,172,6.1,6.6,99.0,99.0,99.0,999,1019.7,18.2,999.0,999.0,99.0,99.0
2006,7,6,0,0,169,5.7,6.1,99.0,99.0,99.0,999,1019.8,18.3,999.0,999.0,99.0,99.0
2006,7,6,1,0,183,4.9,5.1,99.0,99.0,99.0,999,1020.0,18.1,999.0,999.0,99.0,99.0
2006,7,6,2,0,200,4.5,4.9,99.0,99.0,99.0,999,1020.1,18.0,999.0,999.0,99.0,99.0
2006,7,6,3,0,214,3.4,3.6,99.0,99.0,99.0,999,1020.8,18.0,999.0,999.0,99.0,99.0
2006,7,6,4,0,74,1.2,1.6,99.0,99.0,99.0,999,1021.4,17.9,999.0,999.0,99.0,99.0
2006,7,6,5,0,165,1.7,1.8,99.0,99.0,99.0,999,1021.7,16.9,999.0,999.0,99.0,99.0
2006,7,6,6,0,249,1.0,1.3,99.0,99.0,99.0,999,1022.0,16.7,999.0,999.0,99.0,99.0
2006,7,6,7,0,281,1.8,2.4,99.0,99.0,99.0,999,1022.3,16.4,999.0,999.0,99.0,99.0
2006,7,6,8,0,316,3.0,3.2,99.0,99.0,99.0,999,1022.5,16.2,999.0,999.0,99.0,99.0
2006,7,6,9,0,352,5.4,5.5,99.0,99.0,99.0,999,1022.9,15.1,999.0,999.0,99.0,99.0
2006,7,6,10,0,335,4.5,4.9,99.0,99.0,99.0,999,1023.5,15.7,999.0,999.0,99.0,99.0
2006,7,6,11,0,336,3.8,4.2,99.0,99.0,99.0,999,1024.1,15.7,999.0,999.0,99.0,99.0
2006,7,6,12,0,349,4.9,5.2,99.0,99.0,99.0,999,1024.6,16.3,999.0,999.0,99.0,99.0
2006,7,6,13,0,349,4.6,4.9,99.0,99.0,99.0,999,1025.1,16.2,999.0,999.0,99.0,99.0
2006,7,6,14,0,350,4.1,4.3,99.0,99.0,99.0,999,1025.7,16.4,999.0,999.0,99.0,99.0
2006,7,6,15,0,4,2.8,2.9,99.0,99.0,99.0,999,1025.8,16.5,999.0,999.0,99.0,99.0
2006,7,6,16,0,14,0.8,0.9,99.0,99.0,99.0,999,1025.9,17.4,999.0,999.0,99.0,99.0
2006,7,6,17,0,149,0.7,0.8,99.0,99.0,99.0,999,1025.8,19.6,999.0,999.0,99.0,99.0
2006,7,6,18,0,156,2.4,2.6,99.0,99.0,99.0,999,1025.8,20.9,999.0,999.0,99.0,99.0
2006,7,6,19,0,144,4.1,4.4,99.0,99.0,99.0,999,1025.6,19.9,999.0,999.0,99.0,99.0
2006,7,6,20,0,161,4.7,4.8,99.0,99.0,99.0,999,1025.4,19.7,999.0,999.0,99.0,99.0
2006,7,6,21,0,170,5.6,6.0,99.0,99.0,99.0,999,1025.3,19.4,999.0,999.0,99.0,99.0
2006,7,6,22,0,168,6.0,6.6,99.0,99.0,99.0,999,1025.0,19.7,999.0,999.0,99.0,99.0
2006,7,6,23,0,176,6.8,7.0,99.0,99.0,99.0,999,1024.8,20.3,999.0,999.0,99.0,99.0
2006,7,7,0,0,183,4.5,5.0,99.0,99.0,99.0,999,1024.8,21.1,999.0,999.0,99.0,99.0
2006,7,7,1,0,195,4.2,4.6,99.0,99.0,99.0,999,1024.8,21.2,999.0,999.0,99.0,99.0
2006,7,7,2,0,205,3.9,4.1,99.0,99.0,99.0,999,1024.9,20.6,999.0,999.0,99.0,99.0
2006,7,7,3,0,208,3.0,3.4,99.0,99.0,99.0,999,1025.4,20.1,999.0,999.0,99.0,99.0
2006,7,7,4,0,218,2.5,3.2,99.0,99.0,99.0,999,1025.4,19.6,999.0,999.0,99.0,99.0
2006,7,7,5,0,241,4.8,5.4,99.0,99.0,99.0,999,1025.2,19.4,999.0,999.0,99.0,99.0
2006,7,7,6,0,239,4.1,4.6,99.0,99.0,99.0,999,1025.1,19.1,999.0,999.0,99.0,99.0
2006,7,7,7,0,193,1.9,2.5,99.0,99.0,99.0,999,1025.2,18.2,999.0,999.0,99.0,99.0
2006,7,7,8,0,237,4.6,5.3,99.0,99.0,99.0,999,1025.2,18.4,999.0,999.0,99.0,99.0
2006,7,7,9,0,248,5.0,5.7,99.0,99.0,99.0,999,1025.4,18.4,999.0,999.0,99.0,99.0
2006,7,7,10,0,246,5.8,6.5,99.0,99.0,99.0,999,1025.8,18.2,999.0,999.0,99.0,99.0
2006,7,7,11,0,245,4.9,5.9,99.0,99.0,99.0,999,1026.0,18.0,999.0,999.0,99.0,99.0
2006,7,7,12,0,215,2.3,3.2,99.0,99.0,99.0,999,1026.4,18.7,999.0,999.0,99.0,99.0
2006,7,7,13,0,225,2.0,2.8,99.0,99.0,99.0,999,1026.5,19.3,999.0,999.0,99.0,99.0
2006,7,7,14,0,260,4.7,5.6,99.0,99.0,99.0,999,1026.5,22.7,999.0,999.0,99.0,99.0
2006,7,7,15,0,247,3.7,4.4,99.0,99.0,99.0,999,1026.1,23.9,999.0,999.0,99.0,99.0
2006,7,7,16,0,156,4.1,4.6,99.0,99.0,99.0,999,1025.9,22.5,999.0,999.0,99.0,99.0
2006,7,7,17,0,156,8.0,8.2,99.0,99.0,99.0,999,1025.8,19.6,999.0,999.0,99.0,99.0
2006,7,7,18,0,158,5.4,6.1,99.0,99.0,99.0,999,1025.6,18.9,999.0,999.0,99.0,99.0
2006,7,7,19,0,162,9.1,9.3,99.0,99.0,99.0,999,1025.0,19.9,999.0,999.0,99.0,99.0
2006,7,7,20,0,169,9.8,10.0,99.0,99.0,99.0,999,1024.6,19.6,999.0,999.0,99.0,99.0
2006,7,7,21,0,170,9.9,10.6,99.0,99.0,99.0,999,1024.2,20.5,999.0,999.0,99.0,99.0
2006,7,7,22,0,173,9.9,10.4,99.0,99.0,99.0,999,1023.7,21.1,999.0,999.0,99.0,99.0
2006,7,7,23,0,176,9.2,9.7,99.0,99.0,99.0,999,1023.3,20.7,999.0,999.0,99.0,99.0
2006,7,8,0,0,180,8.6,9.6,99.0,99.0,99.0,999,1022.9,21.5,999.0,999.0,99.0,99.0
2006,7,8,1,0,187,7.3,7.7,99.0,99.0,99.0,999,1023.0,21.7,999.0,999.0,99.0,99.0
2006,7,8,3,0,190,5.4,5.9,99.0,99.0,99.0,999,1022.9,20.4,999.0,999.0,99.0,99.0
2006,7,8,4,0,187,5.0,5.2,99.0,99.0,99.0,999,1023.1,19.6,999.0,999.0,99.0,99.0
2006,7,8,5,0,194,4.2,4.3,99.0,99.0,99.0,999,1023.0,18.9,999.0,999.0,99.0,99.0
2006,7,8,6,0,209,3.2,3.3,99.0,99.0,99.0,999,1023.0,18.3,999.0,999.0,99.0,99.0
2006,7,8,7,0,214,3.8,4.2,99.0,99.0,99.0,999,1022.8,18.0,999.0,999.0,99.0,99.0
2006,7,8,8,0,202,3.3,3.5,99.0,99.0,99.0,999,1022.2,17.3,999.0,999.0,99.0,99.0
2006,7,8,9,0,209,1.9,2.0,99.0,99.0,99.0,999,1022.4,17.0,999.0,999.0,99.0,99.0
2006,7,8,11,0,184,1.1,1.5,99.0,99.0,99.0,999,1022.1,16.3,999.0,999.0,99.0,99.0
2006,7,8,12,0,174,3.3,3.7,99.0,99.0,99.0,999,1021.9,17.2,999.0,999.0,99.0,99.0
2006,7,8,13,0,187,4.6,5.0,99.0,99.0,99.0,999,1021.4,17.8,999.0,999.0,99.0,99.0
2006,7,8,14,0,188,5.0,6.0,99.0,99.0,99.0,999,1021.0,20.3,999.0,999.0,99.0,99.0
2006,7,8,15,0,177,6.5,8.2,99.0,99.0,99.0,999,1020.3,20.2,999.0,999.0,99.0,99.0
2006,7,8,16,0,163,9.1,10.5,99.0,99.0,99.0,999,1019.8,18.2,999.0,999.0,99.0,99.0
2006,7,8,17,0,153,9.0,10.0,99.0,99.0,99.0,999,1019.1,19.2,999.0,999.0,99.0,99.0
2006,7,8,18,0,157,8.9,10.0,99.0,99.0,99.0,999,1018.1,19.2,999.0,999.0,99.0,99.0
2006,7,8,19,0,163,10.9,11.9,99.0,99.0,99.0,999,1017.4,18.8,999.0,999.0,99.0,99.0
2006,7,8,20,0,167,9.9,10.8,99.0,99.0,99.0,999,1016.7,19.0,999.0,999.0,99.0,99.0
2006,7,8,21,0,170,11.7,12.2,99.0,99.0,99.0,999,1016.2,19.4,999.0,999.0,99.0,99.0
2006,7,8,22,0,174,10.7,11.0,99.0,99.0,99.0,999,1016.1,20.1,999.0,999.0,99.0,99.0
2006,7,8,23,0,174,10.6,10.9,99.0,99.0,99.0,999,1015.2,19.7,999.0,999.0,99.0,99.0
2006,7,9,0,0,192,4.4,4.6,99.0,99.0,99.0,999,1015.5,20.8,999.0,999.0,99.0,99.0
2006,7,9,1,0,194,5.0,5.4,99.0,99.0,99.0,999,1014.9,22.6,999.0,999.0,99.0,99.0
2006,7,9,2,0,202,5.0,5.9,99.0,99.0,99.0,999,1014.7,22.9,999.0,999.0,99.0,99.0
2006,7,9,3,0,193,5.0,5.3,99.0,99.0,99.0,999,1014.5,22.8,999.0,999.0,99.0,99.0
2006,7,9,4,0,193,4.8,5.1,99.0,99.0,99.0,999,1013.8,21.9,999.0,999.0,99.0,99.0
2006,7,9,5,0,204,4.7,5.3,99.0,99.0,99.0,999,1013.5,21.7,999.0,999.0,99.0,99.0
2006,7,9,6,0,204,3.8,4.1,99.0,99.0,99.0,999,1013.3,21.3,999.0,999.0,99.0,99.0
2006,7,9,7,0,196,3.2,3.4,99.0,99.0,99.0,999,1012.6,20.4,999.0,999.0,99.0,99.0
2006,7,9,8,0,178,3.2,3.4,99.0,99.0,99.0,999,1012.2,19.1,999.0,999.0,99.0,99.0
2006,7,9,9,0,182,3.4,3.6,99.0,99.0,99.0,999,1011.9,18.4,999.0,999.0,99.0,99.0
2006,7,9,10,0,176,3.6,3.7,99.0,99.0,99.0,999,1011.6,17.8,999.0,999.0,99.0,99.0
2006,7,9,11,0,195,3.4,3.4,99.0,99.0,99.0,999,1011.6,17.9,999.0,999.0,99.0,99.0
2006,7,9,12,0,191,4.2,4.4,99.0,99.0,99.0,999,1011.6,19.2,999.0,999.0,99.0,99.0
2006,7,9,13,0,178,5.9,6.3,99.0,99.0,99.0,999,1011.2,19.9,999.0,999.0,99.0,99.0
2006,7,9,14,0,176,7.5,8.2,99.0,99.0,99.0,999,1010.9,19.3,999.0,999.0,99.0,99.0
2006,7,9,15,0,167,3.7,4.2,99.0,99.0,99.0,999,1010.9,20.6,999.0,999.0,99.0,99.0
2006,7,9,16,0,167,7.0,7.8,99.0,99.0,99.0,999,1010.5,20.9,999.0,999.0,99.0,99.0
2006,7,9,17,0,178,5.7,7.5,99.0,99.0,99.0,999,1010.3,21.0,999.0,999.0,99.0,99.0
2006,7,9,18,0,175,3.6,5.3,99.0,99.0,99.0,999,1009.8,24.1,999.0,999.0,99.0,99.0
2006,7,9,19,0,169,5.8,7.3,99.0,99.0,99.0,999,1009.3,24.7,999.0,999.0,99.0,99.0
2006,7,9,20,0,173,6.1,6.8,99.0,99.0,99.0,999,1008.5,22.8,999.0,999.0,99.0,99.0
2006,7,9,21,0,246,7.7,8.9,99.0,99.0,99.0,999,1008.4,29.0,999.0,999.0,99.0,99.0
2006,7,9,22,0,254,7.5,9.2,99.0,99.0,99.0,999,1007.8,30.7,999.0,999.0,99.0,99.0
2006,7,9,23,0,28,9.6,12.0,99.0,99.0,99.0,999,1010.1,999.0,999.0,999.0,99.0,99.0
2006,7,10,0,0,352,10.1,10.5,99.0,99.0,99.0,999,1011.3,999.0,999.0,999.0,99.0,99.0
2006,7,10,1,0,360,9.4,9.6,99.0,99.0,99.0,999,1011.4,999.0,999.0,999.0,99.0,99.0
2006,7,10,2,0,349,9.1,9.8,99.0,99.0,99.0,999,1012.2,999.0,999.0,999.0,99.0,99.0
2006,7,10,3,0,344,8.3,9.1,99.0,99.0,99.0,999,1013.6,999.0,999.0,999.0,99.0,99.0
2006,7,10,4,0,358,9.1,9.5,99.0,99.0,99.0,999,1014.3,999.0,999.0,999.0,99.0,99.0
2006,7,10,5,0,358,9.8,10.5,99.0,99.0,99.0,999,1014.7,999.0,999.0,999.0,99.0,99.0
2006,7,10,6,0,12,8.2,8.6,99.0,99.0,99.0,999,1014.7,999.0,999.0,999.0,99.0,99.0
2006,7,10,7,0,16,8.3,9.2,99.0,99.0,99.0,999,1014.6,999.0,999.0,999.0,99.0,99.0
2006,7,10,8,0,5,6.1,6.7,99.0,99.0,99.0,999,1014.7,999.0,999.0,999.0,99.0,99.0
2006,7,10,9,0,25,8.3,8.8,99.0,99.0,99.0,999,1014.7,999.0,999.0,999.0,99.0,99.0
2006,7,10,10,0,21,7.4,8.1,99.0,99.0,99.0,999,1015.1,999.0,999.0,999.0,99.0,99.0
2006,7,10,11,0,14,8.2,8.4,99.0,99.0,99.0,999,1015.6,999.0,999.0,999.0,99.0,99.0
2006,7,10,12,0,347,5.6,6.6,99.0,99.0,99.0,999,1016.2,999.0,999.0,999.0,99.0,99.0
2006,7,10,13,0,3,5.6,6.1,99.0,99.0,99.0,999,1016.9,999.0,999.0,999.0,99.0,99.0
2006,7,10,14,0,357,4.8,5.4,99.0,99.0,99.0,999,1017.2,999.0,999.0,999.0,99.0,99.0
2006,7,10,15,0,16,3.4,4.1,99.0,99.0,99.0,999,1017.1,999.0,999.0,999.0,99.0,99.0
2006,7,10,16,0,28,6.2,6.5,99.0,99.0,99.0,999,1016.7,999.0,999.0,999.0,99.0,99.0
2006,7,10,17,0,26,4.7,5.6,99.0,99.0,99.0,999,1016.7,999.0,999.0,999.0,99.0,99.0
2006,7,10,18,0,90,3.2,3.4,99.0,99.0,99.0,999,1016.9,999.0,999.0,999.0,99.0,99.0
2006,7,10,19,0,56,5.0,5.5,99.0,99.0,99.0,999,1016.8,999.0,999.0,999.0,99.0,99.0
2006,7,10,20,0,49,4.1,4.5,99.0,99.0,99.0,999,1016.5,999.0,999.0,999.0,99.0,99.0
2006,7,10,21,0,54,3.8,4.1,99.0,99.0,99.0,999,1016.2,999.0,999.0,999.0,99.0,99.0
2006,7,10,22,0,61,3.4,3.6,99.0,99.0,99.0,999,1016.1,999.0,999.0,999.0,99.0,99.0
2006,7,10,23,0,82,2.3,2.5,99.0,99.0,99.0,999,1015.8,15.3,999.0,999.0,99.0,99.0
2006,7,11,0,0,90,1.9,2.0,99.0,99.0,99.0,999,1015.7,15.9,999.0,999.0,99.0,99.0
2006,7,11,1,0,0,0.0,0.2,99.0,99.0,99.0,999,1015.8,15.7,999.0,999.0,99.0,99.0
2006,7,11,2,0,0,0.0,0.0,99.0,99.0,99.0,999,1015.6,14.9,999.0,999.0,99.0,99.0
2006,7,11,3,0,0,0.0,0.0,99.0,99.0,99.0,999,1016.2,14.7,999.0,999.0,99.0,99.0
2006,7,11,4,0,0,0.0,0.0,99.0,99.0,99.0,999,1016.3,14.5,999.0,999.0,99.0,99.0
2006,7,11,5,0,58,0.8,0.8,99.0,99.0,99.0,999,1016.0,14.6,999.0,999.0,99.0,99.0
2006,7,11,6,0,17,1.5,1.7,99.0,99.0,99.0,999,1015.5,14.5,999.0,999.0,99.0,99.0
2006,7,11,7,0,215,0.4,0.6,99.0,99.0,99.0,999,1015.6,14.9,999.0,999.0,99.0,99.0
2006,7,11,8,0,358,1.3,1.4,99.0,99.0,99.0,999,1015.2,14.9,999.0,999.0,99.0,99.0
2006,7,11,9,0,341,0.8,0.9,99.0,99.0,99.0,999,1015.6,15.0,999.0,999.0,99.0,99.0
2006,7,11,10,0,342,2.3,2.5,99.0,99.0,99.0,999,1015.4,14.2,999.0,999.0,99.0,99.0
2006,7,11,11,0,360,4.7,4.8,99.0,99.0,99.0,999,1015.3,14.3,999.0,999.0,99.0,99.0
2006,7,11,12,0,339,4.7,5.0,99.0,99.0,99.0,999,1015.4,14.5,999.0,999.0,99.0,99.0
2006,7,11,13,0,349,5.0,5.1,99.0,99.0,99.0,999,1015.2,14.6,999.0,999.0,99.0,99.0
2006,7,11,14,0,347,2.8,3.2,99.0,99.0,99.0,999,1015.4,15.5,999.0,999.0,99.0,99.0
2006,7,11,15,0,352,7.1,7.4,99.0,99.0,99.0,999,1015.2,14.8,999.0,999.0,99.0,99.0
2006,7,11,16,0,360,5.9,6.1,99.0,99.0,99.0,999,1015.2,15.3,999.0,999.0,99.0,99.0
2006,7,11,17,0,6,6.0,6.2,99.0,99.0,99.0,999,1015.2,15.8,999.0,999.0,99.0,99.0
2006,7,11,18,0,344,5.8,6.4,99.0,99.0,99.0,999,1015.0,16.1,999.0,999.0,99.0,99.0
2006,7,11,19,0,350,5.6,5.8,99.0,99.0,99.0,999,1015.2,16.4,999.0,999.0,99.0,99.0
2006,7,11,20,0,350,5.6,6.1,99.0,99.0,99.0,999,1015.1,16.3,999.0,999.0,99.0,99.0
2006,7,11,21,0,3,6.0,6.1,99.0,99.0,99.0,999,1014.6,15.7,999.0,999.0,99.0,99.0
2006,7,11,22,0,357,6.6,7.6,99.0,99.0,99.0,999,1014.1,16.0,999.0,999.0,99.0,99.0
2006,7,11,23,0,337,7.8,9.4,99.0,99.0,99.0,999,1013.9,16.3,999.0,999.0,99.0,99.0
2006,7,12,0,0,341,6.9,7.7,99.0,99.0,99.0,999,1013.8,16.4,999.0,999.0,99.0,99.0
2006,7,12,1,0,352,6.6,7.5,99.0,99.0,99.0,999,1013.8,17.1,999.0,999.0,99.0,99.0
2006,7,12,2,0,352,7.5,8.3,99.0,99.0,99.0,999,1013.9,17.3,999.0,999.0,99.0,99.0
2006,7,12,3,0,349,7.0,7.6,99.0,99.0,99.0,999,1013.8,17.5,999.0,999.0,99.0,99.0
2006,7,12,4,0,347,8.3,9.4,99.0,99.0,99.0,999,1014.0,17.2,999.0,999.0,99.0,99.0
2006,7,12,5,0,344,6.8,7.9,99.0,99.0,99.0,999,1013.9,16.8,999.0,999.0,99.0,99.0
2006,7,12,6,0,360,5.9,6.1,99.0,99.0,99.0,999,1013.9,17.3,999.0,999.0,99.0,99.0
2006,7,12,7,0,348,5.2,5.7,99.0,99.0,99.0,999,1013.9,17.4,999.0,999.0,99.0,99.0
2006,7,12,8,0,348,6.4,7.3,99.0,99.0,99.0,999,1014.0,17.4,999.0,999.0,99.0,99.0
2006,7,12,9,0,347,5.7,6.1,99.0,99.0,99.0,999,1014.0,18.0,999.0,999.0,99.0,99.0
2006,7,12,10,0,347,5.6,6.2,99.0,99.0,99.0,999,1014.3,17.9,999.0,999.0,99.0,99.0
2006,7,12,11,0,346,6.5,7.5,99.0,99.0,99.0,999,1014.7,17.7,999.0,999.0,99.0,99.0
2006,7,12,12,0,345,6.7,7.4,99.0,99.0,99.0,999,1014.9,17.9,999.0,999.0,99.0,99.0
2006,7,12,13,0,348,6.1,6.5,99.0,99.0,99.0,999,1015.5,17.8,999.0,999.0,99.0,99.0
2006,7,12,14,0,360,6.9,7.3,99.0,99.0,99.0,999,1015.9,17.8,999.0,999.0,99.0,99.0
2006,7,12,15,0,5,6.0,6.1,99.0,99.0,99.0,999,1016.1,17.7,999.0,999.0,99.0,99.0
2006,7,12,16,0,19,3.3,3.5,99.0,99.0,99.0,999,1016.5,17.4,999.0,999.0,99.0,99.0
2006,7,12,17,0,7,3.8,4.1,99.0,99.0,99.0,999,1016.7,17.8,999.0,999.0,99.0,99.0
2006,7,12,18,0,19,3.1,3.4,99.0,99.0,99.0,999,1016.5,18.4,999.0,999.0,99.0,99.0
2006,7,12,19,0,29,2.7,2.8,99.0,99.0,99.0,999,1016.3,18.8,999.0,999.0,99.0,99.0
2006,7,12,20,0,96,0.9,1.3,99.0,99.0,99.0,999,1016.2,19.5,999.0,999.0,99.0,99.0
2006,7,12,21,0,33,1.1,1.6,99.0,99.0,99.0,999,1015.7,20.2,999.0,999.0,99.0,99.0
2006,7,12,22,0,21,1.9,2.0,99.0,99.0,99.0,999,1015.3,20.1,999.0,999.0,99.0,99.0
2006,7,12,23,0,8,2.3,2.5,99.0,99.0,99.0,999,1015.2,20.1,999.0,999.0,99.0,99.0
2006,7,13,0,0,14,1.8,2.0,99.0,99.0,99.0,999,1015.4,20.2,999.0,999.0,99.0,99.0
2006,7,13,1,0,0,0.0,0.0,99.0,99.0,99.0,999,1015.6,21.0,999.0,999.0,99.0,99.0
2006,7,13,2,0,262,0.6,0.8,99.0,99.0,99.0,999,1015.6,20.5,999.0,999.0,99.0,99.0
2006,7,13,3,0,267,1.2,1.4,99.0,99.0,99.0,999,1016.1,20.7,999.0,999.0,99.0,99.0
2006,7,13,4,0,230,0.8,0.9,99.0,99.0,99.0,999,1016.2,20.6,999.0,999.0,99.0,99.0
2006,7,13,5,0,210,1.8,1.9,99.0,99.0,99.0,999,1016.0,20.4,999.0,999.0,99.0,99.0
2006,7,13,6,0,261,2.4,2.5,99.0,99.0,99.0,999,1015.9,20.1,999.0,999.0,99.0,99.0
2006,7,13,7,0,245,2.5,2.8,99.0,99.0,99.0,999,1015.9,19.9,999.0,999.0,99.0,99.0
2006,7,13,8,0,258,2.7,2.8,99.0,99.0,99.0,999,1015.8,19.5,999.0,999.0,99.0,99.0
2006,7,13,9,0,273,1.9,2.2,99.0,99.0,99.0,999,1016.0,19.3,999.0,999.0,99.0,99.0
2006,7,13,10,0,262,1.8,2.3,99.0,99.0,99.0,999,1016.6,19.2,999.0,999.0,99.0,99.0
2006,7,13,11,0,245,2.1,2.3,99.0,99.0,99.0,999,1016.6,18.6,999.0,999.0,99.0,99.0
2006,7,13,12,0,360,2.6,2.8,99.0,99.0,99.0,999,1016.4,19.8,999.0,999.0,99.0,99.0
2006,7,13,13,0,34,4.0,4.1,99.0,99.0,99.0,999,1016.8,18.7,999.0,999.0,99.0,99.0
2006,7,13,14,0,49,1.3,1.4,99.0,99.0,99.0,999,1016.9,19.1,999.0,999.0,99.0,99.0
2006,7,13,15,0,158,3.3,3.6,99.0,99.0,99.0,999,1016.7,20.1,999.0,999.0,99.0,99.0
2006,7,13,16,0,174,4.5,4.5,99.0,99.0,99.0,999,1016.7,20.4,999.0,999.0,99.0,99.0
2006,7,13,17,0,166,5.5,5.6,99.0,99.0,99.0,999,1016.7,21.0,999.0,999.0,99.0,99.0
2006,7,13,18,0,156,5.9,6.0,99.0,99.0,99.0,999,1016.6,21.7,999.0,999.0,99.0,99.0
2006,7,13,19,0,161,6.5,6.7,99.0,99.0,99.0,999,1016.1,21.9,999.0,999.0,99.0,99.0
2006,7,13,20,0,152,4.8,4.8,99.0,99.0,99.0,999,1016.0,22.3,999.0,999.0,99.0,99.0
2006,7,13,21,0,145,4.1,4.1,99.0,99.0,99.0,999,1015.5,22.6,999.0,999.0,99.0,99.0
2006,7,13,22,0,133,3.0,3.1,99.0,99.0,99.0,999,1014.9,22.9,999.0,999.0,99.0,99.0
2006,7,13,23,0,129,2.5,2.6,99.0,99.0,99.0,999,1014.4,23.4,999.0,999.0,99.0,99.0
2006,7,14,0,0,138,2.5,2.6,99.0,99.0,99.0,999,1013.7,23.7,999.0,999.0,99.0,99.0
2006,7,14,1,0,144,3.7,3.8,99.0,99.0,99.0,999,1013.1,23.1,999.0,999.0,99.0,99.0
2006,7,14,2,0,182,2.9,3.0,99.0,99.0,99.0,999,1013.6,21.1,999.0,999.0,99.0,99.0
2006,7,14,3,0,194,3.2,3.3,99.0,99.0,99.0,999,1014.0,21.0,999.0,999.0,99.0,99.0
2006,7,14,4,0,191,2.9,3.3,99.0,99.0,99.0,999,1013.6,21.2,999.0,999.0,99.0,99.0
2006,7,14,5,0,186,4.3,4.4,99.0,99.0,99.0,999,1013.5,21.1,999.0,999.0,99.0,99.0
2006,7,14,6,0,191,4.5,5.1,99.0,99.0,99.0,999,1013.2,21.1,999.0,999.0,99.0,99.0
2006,7,14,7,0,187,3.4,3.6,99.0,99.0,99.0,999,1012.8,20.5,999.0,999.0,99.0,99.0
2006,7,14,8,0,169,2.4,2.5,99.0,99.0,99.0,999,1012.5,20.4,999.0,999.0,99.0,99.0
2006,7,14,9,0,131,2.1,2.2,99.0,99.0,99.0,999,1011.7,20.1,999.0,999.0,99.0,99.0
2006,7,14,10,0,145,2.2,2.3,99.0,99.0,99.0,999,1011.5,19.2,999.0,999.0,99.0,99.0
2006,7,14,11,0,143,1.9,2.1,99.0,99.0,99.0,999,1011.7,19.3,999.0,999.0,99.0,99.0
2006,7,14,12,0,165,3.3,3.4,99.0,99.0,99.0,999,1011.9,19.8,999.0,999.0,99.0,99.0
2006,7,14,13,0,184,1.7,1.8,99.0,99.0,99.0,999,1011.9,19.9,999.0,999.0,99.0,99.0
2006,7,14,14,0,157,3.4,3.9,99.0,99.0,99.0,999,1012.1,20.7,999.0,999.0,99.0,99.0
2006,7,14,15,0,150,5.0,5.1,99.0,99.0,99.0,999,1011.0,20.6,999.0,999.0,99.0,99.0
2006,7,14,16,0,175,7.2,7.5,99.0,99.0,99.0,999,1011.3,20.6,999.0,999.0,99.0,99.0
2006,7,14,17,0,184,7.1,7.6,99.0,99.0,99.0,999,1012.0,21.4,999.0,999.0,99.0,99.0
2006,7,14,18,0,169,4.9,5.1,99.0,99.0,99.0,999,1011.5,22.0,999.0,999.0,99.0,99.0
2006,7,14,19,0,243,6.6,8.1,99.0,99.0,99.0,999,1011.1,26.3,999.0,999.0,99.0,99.0
2006,7,14,20,0,260,4.4,5.6,99.0,99.0,99.0,999,1010.7,26.7,999.0,999.0,99.0,99.0
2006,7,14,21,0,273,4.7,5.7,99.0,99.0,99.0,999,1010.2,29.1,999.0,999.0,99.0,99.0
