#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,degT,hPa,degC,degC,degC,mi,ft
2018,01,04,15,00,326,10.3,13.5,99.00,99.00,99.00,999,1027.3,-16.0,999.0,-21.8,99.0,99.00
2018,01,04,16,00,327,8.9,10.2,99.00,99.00,99.00,999,1027.6,-15.4,999.0,-21.3,99.0,99.00
2018,01,04,17,00,331,7.1,9.0,99.00,99.00,99.00,999,1027.2,-14.6,999.0,-20.8,99.0,99.00
2018,01,04,18,00,331,7.6,9.9,99.00,99.00,99.00,999,1026.6,-14.0,999.0,-20.7,99.0,99.00
2018,01,04,19,00,318,7.8,9.2,99.00,99.00,99.00,999,1026.4,-13.5,999.0,-20.3,99.0,99.00
2018,01,04,20,00,305,6.5,7.9,99.00,99.00,99.00,999,1026.6,-13.2,999.0,-19.8,99.0,99.00
2018,01,04,21,00,322,6.6,7.8,99.00,99.00,99.00,999,1026.9,-13.0,999.0,-20.1,99.0,99.00
2018,01,04,22,00,313,6.2,6.8,99.00,99.00,99.00,999,1027.1,-13.2,999.0,-19.9,99.0,99.00
2018,01,04,23,00,311,5.9,7.1,99.00,99.00,99.00,999,1027.3,-13.5,999.0,-19.9,99.0,99.00
2018,01,05,00,00,300,4.7,5.5,99.00,99.00,99.00,999,1027.5,-14.0,999.0,-20.3,99.0,99.00
2018,01,05,01,00,296,4.2,4.9,99.00,99.00,99.00,999,1027.4,-14.4,999.0,-20.4,99.0,99.00
2018,01,05,02,00,319,4.8,5.6,99.00,99.00,99.00,999,1027.5,-14.1,999.0,-19.8,99.0,99.00
2018,01,05,03,00,316,6.1,6.8,99.00,99.00,99.00,999,1027.5,-14.9,999.0,-20.3,99.0,99.00
2018,01,05,04,00,317,6.0,7.7,99.00,99.00,99.00,999,1027.6,-15.5,999.0,-20.4,99.0,99.00
2018,01,05,05,00,319,6.4,7.9,99.00,99.00,99.00,999,1027.8,-15.9,999.0,-20.7,99.0,99.00
2018,01,05,06,00,322,6.7,8.2,99.00,99.00,99.00,999,1027.5,-15.9,999.0,-20.7,99.0,99.00
2018,01,05,07,00,311,5.9,7.0,99.00,99.00,99.00,999,1027.4,-16.4,999.0,-20.7,99.0,99.00
2018,01,05,08,00,322,6.5,7.6,99.00,99.00,99.00,999,1027.7,-16.8,999.0,-21.3,99.0,99.00
2018,01,05,09,00,325,7.4,8.8,99.00,99.00,99.00,999,1027.8,-16.7,999.0,-21.3,99.0,99.00
2018,01,05,10,00,325,7.5,8.5,99.00,99.00,99.00,999,1027.9,-16.6,999.0,-21.8,99.0,99.00
2018,01,05,11,00,316,8.1,9.2,99.00,99.00,99.00,999,1028.3,-16.6,999.0,-21.5,99.0,99.00
2018,01,05,12,00,318,6.9,8.4,99.00,99.00,99.00,999,1029.1,-16.6,999.0,-21.0,99.0,99.00
2018,01,05,13,00,322,6.4,8.1,99.00,99.00,99.00,999,1029.5,-16.8,999.0,-21.6,99.0,99.00
2018,01,05,14,00,322,9.2,10.5,99.00,99.00,99.00,999,1029.8,-16.7,999.0,-21.5,99.0,99.00
2018,01,05,15,00,319,8.3,10.4,99.00,99.00,99.00,999,1030.3,-16.1,999.0,-21.8,99.0,99.00
2018,01,05,16,00,332,8.1,9.5,99.00,99.00,99.00,999,1031.1,-15.7,999.0,-22.3,99.0,99.00
2018,01,05,17,00,323,9.7,11.4,99.00,99.00,99.00,999,1031.1,-15.0,999.0,-21.5,99.0,99.00
2018,01,05,18,00,332,8.8,11.1,99.00,99.00,99.00,999,1031.0,-14.6,999.0,-21.8,99.0,99.00
2018,01,05,19,00,327,7.4,9.2,99.00,99.00,99.00,999,1030.7,-14.0,999.0,-21.6,99.0,99.00
2018,01,05,20,00,312,7.6,9.9,99.00,99.00,99.00,999,1031.1,-13.9,999.0,-21.4,99.0,99.00
2018,01,05,21,00,313,6.6,7.7,99.00,99.00,99.00,999,1031.8,-13.7,999.0,-21.2,99.0,99.00
2018,01,05,22,00,313,7.5,9.4,99.00,99.00,99.00,999,1032.4,-13.9,999.0,-22.2,99.0,99.00
2018,01,05,23,00,305,5.4,6.8,99.00,99.00,99.00,999,1032.8,-14.2,999.0,-22.0,99.0,99.00
2018,01,06,00,00,296,4.2,4.7,99.00,99.00,99.00,999,1033.2,-14.7,999.0,-22.0,99.0,99.00
2018,01,06,01,00,304,5.0,5.7,99.00,99.00,99.00,999,1033.5,-14.7,999.0,-22.1,99.0,99.00
2018,01,06,02,00,304,5.2,6.4,99.00,99.00,99.00,999,1034.0,-15.2,999.0,-21.7,99.0,99.00
2018,01,06,03,00,307,5.7,6.9,99.00,99.00,99.00,999,1034.0,-15.6,999.0,-21.7,99.0,99.00
2018,01,06,04,00,315,6.8,8.3,99.00,99.00,99.00,999,1034.0,-15.8,999.0,-21.3,99.0,99.00
2018,01,06,05,00,317,8.4,10.0,99.00,99.00,99.00,999,1034.2,-15.8,999.0,-22.1,99.0,99.00
2018,01,06,06,00,302,6.4,8.2,99.00,99.00,99.00,999,1034.3,-16.2,999.0,-21.9,99.0,99.00
2018,01,06,07,00,303,7.8,9.7,99.00,99.00,99.00,999,1034.4,-16.3,999.0,-21.5,99.0,99.00
2018,01,06,08,00,300,7.5,8.7,99.00,99.00,99.00,999,1034.8,-16.5,999.0,-21.6,99.0,99.00
2018,01,06,09,00,295,7.5,9.5,99.00,99.00,99.00,999,1035.1,-16.8,999.0,-21.2,99.0,99.00
2018,01,06,10,00,296,6.3,8.1,99.00,99.00,99.00,999,1035.3,-17.4,999.0,-21.3,99.0,99.00
2018,01,06,11,00,300,6.3,8.0,99.00,99.00,99.00,999,1035.7,-17.6,999.0,-21.2,99.0,99.00
2018,01,06,12,00,297,7.2,8.4,99.00,99.00,99.00,999,1036.2,-18.0,999.0,-21.4,99.0,99.00
2018,01,06,13,00,302,4.6,5.4,99.00,99.00,99.00,999,1036.5,-18.2,999.0,-21.5,99.0,99.00
2018,01,06,14,00,316,5.5,6.3,99.00,99.00,99.00,999,1036.8,-18.2,999.0,-21.1,99.0,99.00
2018,01,06,15,00,321,5.9,6.7,99.00,99.00,99.00,999,1037.1,-16.8,999.0,-20.6,99.0,99.00
2018,01,06,16,00,312,6.1,7.7,99.00,99.00,99.00,999,1037.7,-15.4,999.0,-21.1,99.0,99.00
2018,01,06,17,00,307,5.0,5.9,99.00,99.00,99.00,999,1037.5,-14.4,999.0,-20.8,99.0,99.00
2018,01,06,18,00,296,3.6,4.4,99.00,99.00,99.00,999,1036.7,-13.8,999.0,-21.0,99.0,99.00
2018,01,06,19,00,275,0.5,0.7,99.00,99.00,99.00,999,1035.9,-12.8,999.0,-20.6,99.0,99.00
2018,01,06,20,00,267,1.2,2.1,99.00,99.00,99.00,999,1035.3,-12.1,999.0,-20.4,99.0,99.00
2018,01,06,21,00,233,2.0,2.9,99.00,99.00,99.00,999,1035.4,-11.8,999.0,-20.1,99.0,99.00
2018,01,06,22,00,217,3.0,3.8,99.00,99.00,99.00,999,1034.7,-11.7,999.0,-19.9,99.0,99.00
2018,01,06,23,00,218,3.6,4.5,99.00,99.00,99.00,999,1034.2,-11.4,999.0,-19.7,99.0,99.00
2018,01,07,00,00,214,4.6,5.2,99.00,99.00,99.00,999,1033.2,-11.0,999.0,-18.5,99.0,99.00
2018,01,07,01,00,217,5.9,6.5,99.00,99.00,99.00,999,1032.5,-11.0,999.0,-18.9,99.0,99.00
2018,01,07,02,00,221,5.9,6.8,99.00,99.00,99.00,999,1032.0,-11.0,999.0,-18.2,99.0,99.00
2018,01,07,03,00,214,6.6,8.2,99.00,99.00,99.00,999,1031.4,-11.2,999.0,-18.6,99.0,99.00
2018,01,07,04,00,201,7.0,8.3,99.00,99.00,99.00,999,1030.0,-11.2,999.0,-18.4,99.0,99.00
2018,01,07,05,00,204,9.3,10.6,99.00,99.00,99.00,999,1028.6,-10.9,999.0,-18.5,99.0,99.00
2018,01,07,06,00,203,9.2,11.1,99.00,99.00,99.00,999,1027.2,-10.7,999.0,-19.1,99.0,99.00
2018,01,07,07,00,209,9.6,10.7,99.00,99.00,99.00,999,1025.9,-10.3,999.0,-19.6,99.0,99.00
2018,01,07,08,00,208,9.8,11.6,99.00,99.00,99.00,999,1025.3,-9.8,999.0,-19.7,99.0,99.00
2018,01,07,09,00,197,10.2,11.7,99.00,99.00,99.00,999,1024.6,-9.9,999.0,-20.6,99.0,99.00
2018,01,07,10,00,201,11.2,12.9,99.00,99.00,99.00,999,1023.1,-9.3,999.0,-19.1,99.0,99.00
2018,01,07,11,00,200,10.2,12.1,99.00,99.00,99.00,999,1022.1,-8.9,999.0,-18.3,99.0,99.00
2018,01,07,12,00,200,8.6,10.2,99.00,99.00,99.00,999,1021.0,-9.0,999.0,-15.5,99.0,99.00
2018,01,07,13,00,192,9.4,10.9,99.00,99.00,99.00,999,1020.0,-8.9,999.0,-13.3,99.0,99.00
2018,01,07,14,00,201,10.6,11.6,99.00,99.00,99.00,999,1018.8,-8.0,999.0,-13.2,99.0,99.00
2018,01,07,15,00,204,8.6,10.8,99.00,99.00,99.00,999,1018.9,-7.1,999.0,-13.6,99.0,99.00
2018,01,07,16,00,204,8.6,10.2,99.00,99.00,99.00,999,1018.2,-6.1,999.0,-13.2,99.0,99.00
2018,01,07,17,00,210,11.2,12.4,99.00,99.00,99.00,999,1016.5,-5.4,999.0,-12.4,99.0,99.00
2018,01,07,18,00,212,10.3,11.9,99.00,99.00,99.00,999,1015.3,-4.4,999.0,-11.0,99.0,99.00
2018,01,07,19,00,220,7.9,9.2,99.00,99.00,99.00,999,1013.9,-3.5,999.0,-10.2,99.0,99.00
2018,01,07,20,00,205,7.8,9.3,99.00,99.00,99.00,999,1013.5,-3.1,999.0,-9.8,99.0,99.00
2018,01,07,21,00,199,8.1,9.6,99.00,99.00,99.00,999,1012.7,-2.2,999.0,-9.0,99.0,99.00
2018,01,07,22,00,207,5.6,6.3,99.00,99.00,99.00,999,1012.4,-1.1,999.0,-7.9,99.0,99.00
2018,01,07,23,00,210,6.8,7.9,99.00,99.00,99.00,999,1012.1,-1.5,999.0,-7.8,99.0,99.00
2018,01,08,00,00,203,6.2,7.1,99.00,99.00,99.00,999,1012.0,-1.3,999.0,-6.6,99.0,99.00
2018,01,08,01,00,216,5.9,7.2,99.00,99.00,99.00,999,1012.2,-0.9,999.0,-5.3,99.0,99.00
2018,01,08,02,00,211,5.4,6.1,99.00,99.00,99.00,999,1011.7,-1.0,999.0,-4.9,99.0,99.00
2018,01,08,03,00,201,6.4,7.6,99.00,99.00,99.00,999,1010.9,-0.7,999.0,-3.7,99.0,99.00
2018,01,08,04,00,216,4.9,6.9,99.00,99.00,99.00,999,1010.7,-0.4,999.0,-3.0,99.0,99.00
2018,01,08,05,00,213,5.0,5.9,99.00,99.00,99.00,999,1010.5,-0.2,999.0,-2.6,99.0,99.00
2018,01,08,06,00,218,4.5,5.4,99.00,99.00,99.00,999,1009.8,-0.2,999.0,-2.3,99.0,99.00
2018,01,08,07,00,242,4.8,6.2,99.00,99.00,99.00,999,1009.7,0.2,999.0,-2.0,99.0,99.00
2018,01,08,08,00,258,5.3,7.1,99.00,99.00,99.00,999,1009.7,0.3,999.0,-2.8,99.0,99.00
2018,01,08,09,00,257,5.0,6.3,99.00,99.00,99.00,999,1009.6,-0.7,999.0,-2.3,99.0,99.00
2018,01,08,10,00,270,5.8,6.9,99.00,99.00,99.00,999,1010.0,-0.6,999.0,-3.8,99.0,99.00
2018,01,08,11,00,256,4.7,5.3,99.00,99.00,99.00,999,1010.5,-1.2,999.0,-4.5,99.0,99.00
2018,01,08,12,00,264,6.6,8.6,99.00,99.00,99.00,999,1011.2,-1.7,999.0,-4.7,99.0,99.00
2018,01,08,13,00,270,7.4,8.6,99.00,99.00,99.00,999,1011.7,-2.5,999.0,-5.1,99.0,99.00
2018,01,08,14,00,262,7.4,9.7,99.00,99.00,99.00,999,1011.8,-2.8,999.0,-5.1,99.0,99.00
2018,01,08,15,00,238,8.6,10.2,99.00,99.00,99.00,999,1012.1,-2.3,999.0,-5.0,99.0,99.00
2018,01,08,16,00,241,7.1,9.4,99.00,99.00,99.00,999,1012.3,-1.0,999.0,-4.5,99.0,99.00
2018,01,08,17,00,239,6.8,8.4,99.00,99.00,99.00,999,1012.1,1.3,999.0,-4.4,99.0,99.00
2018,01,08,18,00,256,6.4,9.6,99.00,99.00,99.00,999,1011.6,2.9,999.0,-4.1,99.0,99.00
2018,01,08,19,00,255,8.3,10.0,99.00,99.00,99.00,999,1011.7,2.6,999.0,-3.8,99.0,99.00
2018,01,08,20,00,272,8.8,10.6,99.00,99.00,99.00,999,1012.0,3.8,999.0,-4.8,99.0,99.00
2018,01,08,21,00,273,7.4,8.8,99.00,99.00,99.00,999,1012.6,4.4,999.0,-5.3,99.0,99.00
2018,01,08,22,00,256,6.1,7.4,99.00,99.00,99.00,999,1013.4,4.2,999.0,-5.0,99.0,99.00
2018,01,08,23,00,247,4.8,6.1,99.00,99.00,99.00,999,1014.5,3.7,999.0,-5.2,99.0,99.00
2018,01,09,00,00,246,3.2,4.1,99.00,99.00,99.00,999,1015.6,2.9,999.0,-5.5,99.0,99.00
2018,01,09,01,00,261,3.6,4.1,99.00,99.00,99.00,999,1016.2,2.2,999.0,-6.0,99.0,99.00
2018,01,09,02,00,277,6.0,7.5,99.00,99.00,99.00,999,1017.0,1.6,999.0,-6.3,99.0,99.00
2018,01,09,03,00,281,6.8,8.0,99.00,99.00,99.00,999,1017.9,1.3,999.0,-6.5,99.0,99.00
2018,01,09,04,00,286,5.9,7.6,99.00,99.00,99.00,999,1018.8,0.6,999.0,-6.4,99.0,99.00
2018,01,09,05,00,288,5.2,6.5,99.00,99.00,99.00,999,1019.6,0.0,999.0,-6.5,99.0,99.00
2018,01,09,06,00,306,6.2,7.4,99.00,99.00,99.00,999,1019.9,-0.3,999.0,-6.6,99.0,99.00
2018,01,09,07,00,295,5.0,5.6,99.00,99.00,99.00,999,1020.3,-0.8,999.0,-6.7,99.0,99.00
2018,01,09,08,00,289,4.5,5.2,99.00,99.00,99.00,999,1021.3,-1.1,999.0,-6.6,99.0,99.00
2018,01,09,09,00,298,3.6,4.2,99.00,99.00,99.00,999,1021.9,-1.2,999.0,-6.5,99.0,99.00
2018,01,09,10,00,297,2.6,3.0,99.00,99.00,99.00,999,1022.1,-1.5,999.0,-6.5,99.0,99.00
2018,01,09,11,00,298,2.6,3.2,99.00,99.00,99.00,999,1022.9,-1.5,999.0,-6.5,99.0,99.00
2018,01,09,12,00,320,2.1,2.3,99.00,99.00,99.00,999,1023.3,-1.5,999.0,-6.4,99.0,99.00
2018,01,09,13,00,313,1.3,1.5,99.00,99.00,99.00,999,1023.7,-1.6,999.0,-6.4,99.0,99.00
2018,01,09,14,00,333,0.7,1.0,99.00,99.00,99.00,999,1024.6,-1.3,999.0,-5.3,99.0,99.00
2018,01,09,15,00,53,2.0,2.2,99.00,99.00,99.00,999,1025.4,-0.9,999.0,-4.8,99.0,99.00
2018,01,09,16,00,36,0.9,1.1,99.00,99.00,99.00,999,1026.0,-0.7,999.0,-4.2,99.0,99.00
2018,01,09,17,00,62,1.3,1.4,99.00,99.00,99.00,999,1025.1,-0.4,999.0,-3.1,99.0,99.00
2018,01,09,18,00,57,0.8,0.9,99.00,99.00,99.00,999,1024.5,-0.1,999.0,-2.8,99.0,99.00
2018,01,09,19,00,140,1.4,1.5,99.00,99.00,99.00,999,1023.8,0.4,999.0,-2.9,99.0,99.00
2018,01,09,20,00,157,3.8,3.9,99.00,99.00,99.00,999,1023.3,1.0,999.0,-1.5,99.0,99.00
2018,01,09,21,00,172,3.5,3.8,99.00,99.00,99.00,999,1023.2,1.1,999.0,-0.8,99.0,99.00
2018,01,09,22,00,148,2.7,2.8,99.00,99.00,99.00,999,1023.1,1.0,999.0,-0.6,99.0,99.00
2018,01,09,23,00,178,3.4,3.8,99.00,99.00,99.00,999,1022.9,0.9,999.0,-0.3,99.0,99.00
2018,01,10,00,00,168,7.3,7.9,99.00,99.00,99.00,999,1021.8,1.1,999.0,0.4,99.0,99.00
2018,01,10,01,00,175,7.3,7.9,99.00,99.00,99.00,999,1022.0,0.9,999.0,0.1,99.0,99.00
2018,01,10,02,00,178,10.1,10.6,99.00,99.00,99.00,999,1021.8,0.9,999.0,0.1,99.0,99.00
2018,01,10,03,00,173,9.3,10.7,99.00,99.00,99.00,999,1021.4,0.9,999.0,-0.1,99.0,99.00
2018,01,10,04,00,179,8.6,9.8,99.00,99.00,99.00,999,1021.4,0.8,999.0,0.3,99.0,99.00
2018,01,10,05,00,178,9.2,9.9,99.00,99.00,99.00,999,1020.3,0.8,999.0,0.3,99.0,99.00
