day,WDIR,WSPD,PRES,ATMP,WTMP,DEWP
2000-03-13,191.125,3.233333333333333,1021.1583333333333,1.7958333333333334,4.345833333333333,0.5291666666666667
2000-03-14,250.625,4.995833333333334,1017.6541666666667,4.25,4.429166666666666,0.5541666666666667
2000-03-15,188.16666666666666,5.120833333333334,1012.6541666666667,5.779166666666666,4.845833333333333,4.5125
2000-03-16,155.54166666666666,8.816666666666666,1023.4041666666667,-1.4041666666666668,4.145833333333333,-6.958333333333333
2000-03-17,141.0,11.395833333333334,1026.10625,39.34583333333333,45.34166666666667,33.891666666666666
2000-03-18,149.91666666666666,8.695833333333335,1028.8083333333334,0.37083333333333335,4.2749999999999995,36.858333333333334
2000-03-19,72.95833333333333,7.0,1020.1625,1.6333333333333335,4.066666666666666,-0.32083333333333336
2000-03-20,69.04166666666667,7.366666666666667,1015.1625,3.1291666666666664,3.5708333333333333,3.0666666666666664
2000-03-21,171.29166666666666,6.341666666666666,1021.8541666666667,46.54583333333333,45.03333333333333,46.54583333333333
2000-03-22,201.75,4.5125,1028.5458333333333,6.545833333333333,4.395833333333333,6.245833333333334
2000-03-23,183.20833333333334,3.2458333333333336,1027.9375,7.229166666666667,6.1625000000000005,7.095833333333334
2000-03-24,139.125,3.704166666666667,1017.0416666666666,6.05,6.808333333333334,5.979166666666667
2000-03-25,248.875,8.504166666666666,1008.5708333333333,11.125,7.9624999999999995,3.233333333333333
2000-03-26,234.08333333333334,6.933333333333334,1009.975,7.041666666666667,8.012500000000001,-2.529166666666667
2000-03-27,260.5,8.65,993.7208333333333,6.854166666666667,8.054166666666667,0.325
2000-03-28,256.375,6.279166666666666,996.8291666666668,3.3666666666666667,7.245833333333334,0.40833333333333327
2000-03-29,307.7916666666667,5.6499999999999995,1011.8083333333334,3.1833333333333336,6.191666666666666,-1.5
2000-03-30,149.75,2.920833333333333,1018.5666666666666,2.6875,5.441666666666666,0.8875000000000001
2000-03-31,226.125,9.504166666666666,1018.3416666666667,45.625,47.854166666666664,41.80833333333334
2000-04-01,227.08333333333334,5.641666666666667,1018.1166666666667,8.195833333333333,7.329166666666667,1.0625
2000-04-02,180.79166666666666,5.516666666666667,1012.4291666666667,6.5249999999999995,7.6125,5.541666666666667
2000-04-03,223.41666666666666,10.095833333333333,1010.54375,47.94583333333333,49.85833333333333,46.63333333333333
2000-04-04,314.375,8.887500000000001,1008.6583333333333,2.9416666666666664,6.7375,35.22083333333333
2000-04-05,281.5416666666667,13.866666666666667,1003.9416666666666,86.02499999999999,,79.10833333333333
2000-04-06,253.83333333333334,12.15,999.225,8.808333333333334,7.7375,-1.9541666666666666
2000-04-07,117.33333333333333,14.858333333333334,1008.9208333333333,44.770833333333336,47.77916666666667,41.75416666666667
2000-04-08,235.375,11.983333333333334,1018.6166666666667,-0.0375,3.9499999999999997,37.21666666666667
2000-04-09,257.1666666666667,7.354166666666667,1015.4208333333332,4.5125,4.591666666666667,38.84583333333333
2000-04-10,72.33333333333333,5.970833333333334,1024.3208333333334,0.5583333333333333,4.9750000000000005,-6.529166666666666
2000-04-11,94.20833333333333,9.808333333333334,1027.1166666666668,42.5125,46.44583333333333,81.19583333333334
2000-04-12,221.04166666666666,4.720833333333333,1029.9125000000001,1.5333333333333332,5.125,-2.1083333333333334
2000-04-13,157.70833333333334,7.8625,1026.75,3.8833333333333333,7.3999999999999995,0.8041666666666667
2000-04-14,170.25,7.358333333333333,1015.4833333333332,6.7250000000000005,8.008333333333333,4.795833333333333
2000-04-15,132.0,13.391666666666666,1017.7166666666666,47.34166666666667,49.48333333333334,46.03333333333333
2000-04-16,25.625,12.745833333333332,1019.9499999999999,2.7708333333333335,6.495833333333334,2.6625
2000-04-17,24.125,10.700000000000001,1018.3125,2.5749999999999997,5.7250000000000005,2.5166666666666666
2000-04-18,177.375,4.0,1018.0416666666666,3.658333333333333,5.3374999999999995,3.5708333333333333
2000-04-19,107.58333333333333,3.6291666666666664,1016.8874999999999,4.6499999999999995,6.229166666666667,4.620833333333334
2000-04-20,21.208333333333332,10.779166666666667,1007.5583333333334,4.7875000000000005,5.758333333333333,4.770833333333333
2000-04-21,85.41666666666667,15.016666666666666,1008.5958333333333,5.041666666666667,5.691666666666666,1.9749999999999999
2000-04-22,218.95833333333334,3.4583333333333335,1012.8458333333333,6.745833333333334,7.0375000000000005,-5.7375
2000-04-23,136.04166666666666,2.7541666666666664,1012.9,7.583333333333333,9.637500000000001,0.2750000000000001
2000-04-24,158.70833333333334,6.2625,1017.3791666666666,7.425,9.608333333333333,0.42500000000000004
2000-04-25,97.54166666666667,7.0375000000000005,1020.9499999999999,6.208333333333333,9.395833333333334,0.7083333333333334
2000-04-26,209.375,5.279166666666667,1020.3458333333333,8.870833333333334,,-3.3125
2000-04-27,155.08333333333334,3.1291666666666664,1014.5500000000001,8.275,,1.7
2000-04-28,148.45833333333334,3.029166666666667,1014.0124999999999,7.966666666666666,,44.262499999999996
2000-04-29,62.375,9.733333333333333,1020.875,4.791666666666667,,4.008333333333334
2000-04-30,154.91666666666666,3.9250000000000003,1023.4791666666666,6.7375,,4.4125000000000005
2000-05-01,336.8333333333333,20.829166666666666,1023.3087719298245,11.36712962962963,,174.32083333333333
2000-05-02,333.4444444444444,67.55416666666666,1023.1383771929824,15.99675925925926,,668.3708333333333
2000-05-03,,67.49166666666666,1022.9679824561404,20.62638888888889,,668.6625
2000-05-04,,68.14999999999999,1022.7975877192982,25.25601851851852,,669.6208333333333
2000-05-05,,68.05416666666666,1022.6271929824561,29.88564814814815,,670.1083333333333
2000-05-06,,68.47083333333333,1022.456798245614,34.515277777777776,,670.1791666666667
2000-05-07,,68.575,1022.2864035087719,39.14490740740741,,670.6374999999999
2000-05-16,286.0,15.987499999999999,1020.7528508771929,80.81157407407407,,132.525
2000-05-17,248.91666666666666,14.341666666666667,1020.5824561403509,85.4412037037037,,130.87916666666666
2000-05-18,128.45833333333334,17.625,1020.4120614035088,90.07083333333333,,379.40000000000003
2000-05-19,21.333333333333332,9.895833333333334,1020.2416666666667,6.425,,999.0
2000-05-20,155.625,3.6208333333333336,1019.5833333333334,7.3625,,999.0
2000-05-21,181.83333333333334,4.354166666666667,1015.4333333333334,9.020833333333334,,999.0
2000-05-22,165.5,5.175,1006.6500000000001,9.766666666666667,,999.0
2000-05-23,174.125,3.3375,998.7291666666666,12.445833333333333,,999.0
2000-05-24,255.79166666666666,6.395833333333333,998.4416666666666,20.0,,999.0
2000-05-25,290.0833333333333,7.2,1006.3041666666667,15.674999999999999,,999.0
2000-05-26,116.95833333333333,4.245833333333334,1014.0791666666668,10.370833333333334,,999.0
2000-05-27,35.75,4.991666666666666,1013.3249999999999,9.616666666666667,,999.0
2000-05-28,63.291666666666664,7.375,1011.7458333333334,9.295833333333333,,999.0
2000-05-29,206.58333333333334,3.454166666666667,1016.4916666666667,10.6,,999.0
2000-05-30,177.91666666666666,5.983333333333333,1013.9791666666666,11.137500000000001,,999.0
2000-05-31,150.45833333333334,3.5875,1014.8249999999999,12.345833333333333,,999.0
2000-06-01,175.66666666666666,3.7458333333333336,1016.7875,12.620833333333332,,999.0
2000-06-02,260.7083333333333,6.8999999999999995,1016.5958333333333,14.904166666666667,,999.0
2000-06-03,146.29166666666666,1.7416666666666665,1025.925,11.049999999999999,,999.0
2000-06-04,131.5,2.8208333333333333,1021.3041666666667,11.316666666666668,,999.0
2000-06-05,42.625,8.612499999999999,1020.7708333333334,10.375,,999.0
2000-06-06,223.04166666666666,4.329166666666667,1022.9916666666667,13.920833333333334,,999.0
2000-06-07,206.375,5.404166666666666,1020.8958333333334,15.491666666666667,,999.0
2000-06-08,196.20833333333334,6.008333333333333,1011.0875,17.7625,,999.0
2000-06-09,197.41666666666666,8.424999999999999,1010.3583333333332,19.670833333333334,,999.0
2000-06-10,185.625,8.229166666666666,1009.5708333333333,19.366666666666667,,999.0
2000-06-11,161.875,5.7250000000000005,1013.15,20.2375,,999.0
2000-06-12,262.9166666666667,31.520833333333332,1013.1935358255452,20.159415064102564,,999.0
2000-06-13,262.099358974359,67.47916666666667,1013.2370716510903,20.081330128205128,,999.0
2000-06-14,,67.5,1013.2806074766355,20.00324519230769,,999.0
2000-06-15,,68.48333333333333,1013.3241433021807,19.92516025641026,,999.0
2000-06-16,,68.8875,1013.3676791277259,19.847075320512822,,999.0
2000-06-17,,67.27083333333333,1013.411214953271,19.768990384615385,,999.0
2000-06-18,,67.54166666666667,1013.4547507788162,19.69090544871795,,999.0
2000-09-23,178.73397435897434,20.783333333333335,1017.6777258566979,12.116666666666667,,10.516666666666667
2000-09-24,177.91666666666666,7.091666666666666,1017.721261682243,9.154166666666667,52.10833333333333,4.454166666666667
2000-09-25,256.875,2.6666666666666665,1017.7647975077882,9.7125,12.308333333333332,3.295833333333333
2000-09-26,233.0,5.620833333333334,1017.8083333333334,12.858333333333334,12.233333333333334,4.054166666666666
2000-09-27,157.125,6.8374999999999995,1018.8083333333334,12.345833333333333,12.041666666666666,6.55
2000-09-28,145.20833333333334,10.075000000000001,1017.3152777777779,51.90833333333333,53.53333333333333,44.958333333333336
2000-09-29,228.25,11.916666666666666,1015.8222222222223,53.949999999999996,54.949999999999996,49.708333333333336
2000-09-30,192.41666666666666,9.079166666666667,1014.3291666666668,16.175,14.174999999999999,10.225
2000-10-01,183.66666666666666,9.9625,1008.0791666666668,14.916666666666666,12.512500000000001,10.870833333333332
2000-10-02,221.66666666666666,8.604166666666666,1003.15,17.195833333333333,12.424999999999999,11.6625
2000-10-03,261.0833333333333,7.166666666666667,1010.70625,54.92916666666667,52.05416666666667,49.625
2000-10-04,210.70833333333334,4.4750000000000005,1018.2624999999999,11.029166666666667,8.545833333333333,4.829166666666667
2000-10-05,219.58333333333334,4.075,1017.2416666666667,10.262500000000001,10.033333333333333,4.879166666666666
2000-10-06,313.7916666666667,10.479166666666666,1017.3341666666666,47.625,51.574999999999996,42.92083333333334
2000-10-07,326.0833333333333,11.495833333333332,1017.4266666666666,44.625,50.69166666666666,39.354166666666664
2000-10-08,345.2083333333333,11.941666666666668,1017.5191666666667,45.020833333333336,49.270833333333336,39.74583333333333
2000-10-09,309.625,9.829166666666667,1017.6116666666667,47.212500000000006,49.19166666666666,38.5375
2000-10-10,301.8333333333333,9.579166666666667,1017.7041666666667,50.95416666666667,49.00416666666666,37.729166666666664
2000-10-11,277.875,9.616666666666667,1017.7966666666666,53.012499999999996,49.270833333333336,39.50833333333333
2000-10-12,227.25,9.058333333333334,1017.8891666666666,51.81666666666666,49.645833333333336,44.71666666666667
2000-10-13,222.25,11.462499999999999,1017.9816666666667,55.270833333333336,51.49166666666667,49.42083333333333
2000-10-14,246.41666666666666,10.924999999999999,1018.0741666666667,58.725,52.12083333333333,51.15
2000-10-15,171.875,5.429166666666666,1018.1666666666666,11.387500000000001,10.166666666666666,8.533333333333333
2000-10-16,194.375,1.7458333333333333,1022.0458333333332,9.879166666666666,11.049999999999999,9.0
2000-10-17,239.45833333333334,2.475,1022.5,9.6875,10.366666666666667,9.4375
2000-10-18,245.91666666666666,7.0625,1021.2104166666666,52.175000000000004,52.15416666666667,49.65833333333333
2000-10-19,224.54166666666666,2.4916666666666667,1019.9208333333332,11.095833333333333,11.166666666666666,10.008333333333333
2000-10-20,242.29166666666666,11.120833333333335,1022.1729166666665,58.45416666666667,53.0,91.79583333333333
2000-10-21,239.91666666666666,9.791666666666666,1024.425,54.475,52.354166666666664,48.5375
2000-10-22,149.625,9.504166666666666,1026.6770833333333,52.84583333333333,52.32083333333333,49.98333333333333
2000-10-23,164.20833333333334,3.775,1028.9291666666666,12.875,11.454166666666666,12.591666666666667
2000-10-24,183.75,2.4875000000000003,1027.5375000000001,14.525,11.5625,14.525
2000-10-25,300.9583333333333,19.275000000000002,1022.1895833333334,13.652083333333334,,176.475
2000-10-26,178.79166666666666,7.191666666666666,1016.8416666666667,12.779166666666667,12.645833333333334,12.779166666666667
2000-10-27,186.41666666666666,6.566666666666666,1016.2208333333333,14.604166666666666,12.4,14.166666666666666
2000-10-28,41.375,8.9375,1030.0166666666667,7.3374999999999995,10.950000000000001,4.658333333333333
2000-10-29,122.58333333333333,6.320833333333333,1030.8333333333333,8.204166666666667,52.3375,5.3374999999999995
2000-10-30,173.33333333333334,11.104166666666666,1026.75,51.854166666666664,52.80833333333334,49.395833333333336
2000-10-31,166.25,4.170833333333333,1022.6666666666666,11.9,11.954166666666666,11.549999999999999
2000-11-01,228.95833333333334,13.145833333333334,1017.9791666666666,94.53333333333335,,93.53333333333335
2000-11-02,178.625,8.991666666666667,1013.2916666666666,13.366666666666667,12.529166666666667,10.433333333333334
2000-11-03,278.2916666666667,10.404166666666667,1013.0020833333333,51.475,52.958333333333336,43.6625
2000-11-04,292.2083333333333,8.012500000000001,1012.7125,47.86666666666667,51.97083333333333,41.666666666666664
2000-11-05,244.83333333333334,9.325000000000001,1012.4229166666667,49.800000000000004,51.39166666666667,44.02916666666667
2000-11-06,144.33333333333334,11.120833333333332,1012.1333333333333,10.691666666666668,10.333333333333334,6.808333333333334
2000-11-07,165.875,10.883333333333333,1006.9499999999999,9.637500000000001,9.7125,8.1875
2000-11-08,257.8333333333333,10.208333333333334,1007.0479166666667,45.958333333333336,50.833333333333336,42.266666666666666
2000-11-09,296.1666666666667,5.991666666666667,1007.1458333333334,2.766666666666667,8.283333333333333,1.5958333333333334
2000-11-10,299.6666666666667,8.487499999999999,1011.6333333333333,4.254166666666666,7.245833333333334,1.9333333333333333
2000-11-11,283.5833333333333,8.691666666666666,1015.4520833333333,44.54583333333333,48.270833333333336,43.791666666666664
2000-11-12,107.375,8.987499999999999,1019.2708333333334,6.770833333333333,6.954166666666667,4.454166666666667
2000-11-13,222.33333333333334,5.745833333333334,1009.0958333333333,5.166666666666667,7.541666666666667,4.029166666666667
2000-11-14,256.875,7.729166666666667,1008.5958333333333,0.44166666666666665,6.3999999999999995,-1.3125
2000-11-15,277.8333333333333,10.166666666666666,1010.9760416666667,42.175000000000004,47.11666666666667,79.18333333333334
2000-11-16,273.2916666666667,9.241666666666667,1013.35625,44.0,47.5375,41.583333333333336
2000-11-17,324.25,10.15,1015.7364583333333,40.53333333333333,46.787499999999994,37.28333333333333
2000-11-18,244.5,6.3,1018.1166666666667,-3.1291666666666664,4.383333333333334,-6.783333333333334
2000-11-19,220.58333333333334,7.195833333333333,1011.1208333333334,-1.8,4.791666666666667,-4.866666666666666
2000-11-20,300.9583333333333,11.825000000000001,1014.7770833333334,39.854166666666664,45.48333333333333,38.06666666666667
2000-11-21,344.375,15.533333333333333,1018.4333333333334,76.5625,,72.77499999999999
2000-11-22,324.3333333333333,9.908333333333333,1022.0895833333334,35.083333333333336,43.24583333333334,30.2625
2000-11-23,267.25,2.154166666666667,1025.7458333333334,-4.1375,1.7375,-11.920833333333334
2000-11-24,254.125,8.766666666666667,1021.584375,42.579166666666666,43.699999999999996,78.0375
2000-11-25,156.58333333333334,2.7125,1017.4229166666667,3.091666666666667,44.78333333333333,40.108333333333334
2000-11-26,254.91666666666666,9.887500000000001,1013.2614583333334,87.28333333333335,44.458333333333336,45.225
2000-11-27,290.9166666666667,4.5,1009.1,0.5875,2.8666666666666667,0.5666666666666667
2000-11-28,274.5,4.270833333333333,1012.5,0.5708333333333334,2.525,-0.24583333333333335
2000-11-29,177.29166666666666,5.245833333333334,1015.0500000000001,2.4791666666666665,2.533333333333333,1.8875
2000-11-30,295.7916666666667,5.666666666666667,1022.2854166666666,1.3208333333333333,2.6125000000000003,40.324999999999996
2000-12-01,99.29166666666667,9.245833333333334,1029.5208333333333,1.2208333333333334,2.183333333333333,38.86666666666667
2000-12-02,266.0,6.9624999999999995,1037.2124999999999,-1.2375,1.4875,35.699999999999996
2000-12-03,280.75,8.658333333333333,1029.7270833333332,38.92916666666667,43.0875,34.84583333333333
2000-12-04,215.83333333333334,7.870833333333334,1022.2416666666667,-0.9500000000000001,2.841666666666667,37.8875
2000-12-05,343.125,16.929166666666667,1022.0354166666667,76.05833333333332,,71.22916666666667
2000-12-06,264.5416666666667,6.066666666666666,1021.8291666666668,-12.8375,0.1125,-17.595833333333335
2000-12-07,206.79166666666666,3.983333333333333,1011.1083333333332,-8.420833333333333,0.6291666666666667,-10.616666666666667
2000-12-08,327.8333333333333,9.820833333333333,1018.5645833333333,33.93333333333333,42.204166666666666,32.733333333333334
2000-12-09,248.33333333333334,4.333333333333333,1026.0208333333333,-9.362499999999999,0.4875,-13.25
2000-12-10,254.20833333333334,7.683333333333334,1017.5333333333333,-1.6875,1.5250000000000001,-2.7125
2000-12-11,266.6666666666667,9.395833333333334,1020.3208333333333,-8.758333333333333,0.5458333333333333,-10.391666666666667
2000-12-12,343.8333333333333,16.8625,1026.2416666666668,72.85416666666667,,70.24166666666666
2000-12-13,271.6666666666667,4.066666666666666,1032.1625000000001,-15.166666666666666,0.225,-18.116666666666667
2000-12-14,287.7916666666667,9.4625,1029.7458333333334,35.72083333333333,42.324999999999996,34.475
2000-12-15,214.54166666666666,6.020833333333333,1027.3291666666667,-6.816666666666666,0.6083333333333333,-7.266666666666667
2000-12-16,186.29166666666666,9.4125,1008.25,1.1333333333333333,1.3416666666666668,0.8833333333333333
2000-12-17,312.9583333333333,13.445833333333333,1012.1333333333334,34.26666666666667,,31.71666666666667
2000-12-18,274.375,5.404166666666666,1016.0166666666668,-12.745833333333332,0.1125,-15.15
2000-12-19,242.91666666666666,7.695833333333333,1012.2583333333333,-6.091666666666666,0.04583333333333334,-7.504166666666666
2000-12-20,289.375,8.779166666666667,1015.9927083333333,32.02916666666667,41.541666666666664,29.737499999999997
2000-12-21,269.4583333333333,10.991666666666667,1019.7270833333334,32.016666666666666,41.84166666666667,30.65416666666667
2000-12-22,328.7083333333333,15.975,1023.4614583333334,68.62083333333332,,65.91250000000001
2000-12-23,247.75,5.075,1027.1958333333334,-12.825000000000001,-0.07916666666666668,-14.883333333333333
2000-12-24,343.4583333333333,15.0875,1029.2319444444445,71.21249999999999,,68.85000000000001
2000-12-25,340.0833333333333,12.779166666666667,1031.2680555555555,69.47500000000001,,66.73333333333333
2000-12-26,248.875,5.445833333333333,1033.3041666666666,-11.133333333333333,-0.07916666666666668,-14.299999999999999
2000-12-27,307.0416666666667,4.975,1029.2958333333333,31.375,41.800000000000004,27.754166666666666
2000-12-28,320.0833333333333,5.2124999999999995,1025.2875000000001,-10.558333333333334,-0.08333333333333333,-12.879166666666668
2000-12-29,79.75,7.720833333333334,1018.6625,-4.0125,-0.06666666666666667,-4.941666666666666
2000-12-30,196.95833333333334,12.145833333333334,1016.7958333333332,-2.5833333333333335,-0.08750000000000001,-2.9583333333333335
2000-12-31,276.875,7.116666666666666,1023.4916666666667,-4.8625,-0.10000000000000002,-7.229166666666667
2001-01-01,346.7083333333333,8.983333333333333,1022.3277777777778,34.97083333333333,41.52916666666667,32.295833333333334
2001-01-02,327.4166666666667,13.012500000000001,1021.1638888888889,74.59583333333333,,72.33749999999999
2001-01-03,247.0,6.783333333333334,1020.0,-8.095833333333333,0.05416666666666667,-9.775
2001-01-04,250.54166666666666,6.433333333333334,1015.8083333333334,-6.1375,-0.02916666666666667,-7.954166666666667
2001-01-05,268.625,8.708333333333334,999.0625,1.2416666666666667,0.5291666666666667,-1.8791666666666667
2001-01-06,248.29166666666666,5.379166666666666,1006.0041666666666,-3.1125000000000003,0.09583333333333333,-7.5
2001-01-07,273.0833333333333,4.841666666666667,1006.9666666666667,-0.9583333333333334,0.1416666666666667,37.949999999999996
2001-01-08,343.4583333333333,9.716666666666667,1009.446875,35.266666666666666,41.59166666666667,33.016666666666666
2001-01-09,331.375,13.479166666666666,1011.9270833333333,37.84375,,115.00416666666666
2001-01-10,256.75,9.720833333333333,1014.4072916666667,40.420833333333334,41.87916666666666,36.041666666666664
2001-01-11,206.0,3.525,1016.8874999999999,0.5916666666666667,1.8125,40.083333333333336
